Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_2,Ast_2,G+A_2,G-PK_2,G+A-PK,xG_2,xAG_2,xG+xAG_2,npxG_2,npxG+xAG_2,Matches
435,Gabriel Veron,br BRA,"FW,MF",Cruzeiro,21-257,2002,4,0,79,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,1,4,13,0.00,0.00,0.00,0.00,0.00,0.28,0.12,0.40,0.28,0.40,Matches
436,João Victor,br BRA,DF,Vasco da Gama,25-305,1998,4,2,219,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,6,14,3,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14,Matches
437,Felipe Vieira,,DF,Fluminense,,,4,0,132,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
438,Mathías Villasanti,py PAR,MF,Grêmio,27-114,1997,4,4,360,4.0,0,1,1,0,0,0,0,0,0.2,0.2,0.6,0.9,2,24,11,0.00,0.25,0.25,0.00,0.25,0.05,0.16,0.21,0.05,0.21,Matches
439,Matías Viña,uy URU,DF,Flamengo,26-190,1997,3,1,98,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,10,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
440,Alix Vinicius,br BRA,DF,Atl Goianiense,24-193,1999,4,4,314,3.5,0,0,0,0,0,0,0,1,0.2,0.2,0.1,0.3,0,4,4,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.10,0.06,0.10,Matches
441,Mateus Vital,br BRA,MF,Cruzeiro,26-095,1998,4,0,68,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,5,5,1.32,0.00,1.32,1.32,1.32,0.21,0.00,0.21,0.21,0.21,Matches
442,Vitão,br BRA,DF,Internacional,24-105,2000,4,4,360,4.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,11,20,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
443,Vitinho,br BRA,"FW,MF",Red Bull Bragantino,25-046,1999,6,4,359,4.0,2,2,4,2,0,0,2,0,0.3,0.3,0.7,1.0,16,4,35,0.50,0.50,1.00,0.50,1.00,0.06,0.18,0.24,0.06,0.24,Matches
444,Rayan Vitor,br BRA,"FW,MF",Vasco da Gama,17-288,2006,4,1,172,1.9,0,0,0,0,0,0,0,0,0.7,0.6,0.8,1.4,4,4,12,0.00,0.00,0.00,0.00,0.00,0.35,0.40,0.75,0.32,0.72,Matches
445,Felipe Vizeu,br BRA,FW,Criciúma,27-066,1997,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,2,0.00,0.00,0.00,0.00,0.00,0.14,0.52,0.66,0.14,0.66,Matches
446,Wagner,br BRA,DF,Vitória,24-299,1999,4,4,276,3.1,1,0,1,1,0,0,0,1,1.1,1.1,0.0,1.1,1,8,0,0.33,0.00,0.33,0.33,0.33,0.36,0.01,0.37,0.36,0.37,Matches
447,Walter,br BRA,GK,Cuiabá,36-181,1987,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
448,Wanderson,br BRA,"FW,MF",Internacional,29-223,1994,3,3,181,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,3,3,9,0.00,0.00,0.00,0.00,0.00,0.12,0.23,0.35,0.12,0.35,Matches
449,Welington,br BRA,DF,São Paulo,23-088,2001,4,3,235,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,5,8,18,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.10,0.02,0.10,Matches
450,José Welison,br BRA,MF,Fortaleza,29-067,1995,4,2,151,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,10,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
451,Wesley,br BRA,DF,Flamengo,20-254,2003,2,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,5,7,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0.00,0.21,Matches
452,Wesley,br BRA,"FW,MF",Internacional,25-048,1999,4,3,302,3.4,2,1,3,2,0,0,2,0,0.7,0.7,1.1,1.7,17,12,32,0.60,0.30,0.89,0.60,0.89,0.19,0.32,0.51,0.19,0.51,Matches
453,Wéverton,br BRA,GK,Palmeiras,36-156,1987,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
454,William,br BRA,DF,Cruzeiro,29-044,1995,5,5,450,5.0,0,1,1,0,0,0,1,0,0.1,0.1,1.0,1.1,15,34,32,0.00,0.20,0.20,0.00,0.20,0.02,0.20,0.23,0.02,0.23,Matches
455,Willian,br BRA,MF,Vitória,31-001,1993,4,4,360,4.0,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.2,3,22,2,0.25,0.00,0.25,0.25,0.25,0.04,0.02,0.06,0.04,0.06,Matches
456,Samuel Xavier,br BRA,DF,Fluminense,33-346,1990,3,3,225,2.5,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,5,7,7,0.00,0.40,0.40,0.00,0.40,0.03,0.20,0.23,0.03,0.23,Matches
457,Bruno Zapelli,ar ARG,"MF,FW",Ath Paranaense,22-000,2002,6,2,238,2.6,0,1,1,0,0,0,0,0,0.5,0.5,0.9,1.4,6,10,10,0.00,0.38,0.38,0.00,0.38,0.19,0.35,0.54,0.19,0.54,Matches
458,Federico Zaracho,ar ARG,MF,Atlético Mineiro,26-068,1998,5,4,275,3.1,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.5,2,11,15,0.33,0.00,0.33,0.33,0.33,0.15,0.01,0.16,0.15,0.16,Matches
459,Zeca,br BRA,DF,Vitória,30-001,1994,5,4,388,4.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,13,16,12,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.05,0.02,0.05,Matches
