Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
295,Jacob Montes,ni NCA,"FW,MF",Botafogo (RJ),25-210,1998,0.2,1,1,1,100.0,4.74,4.74,1.00,1.00,13.1,0,0,0,0.1,0.1,0.12,+0.9,+0.9,Matches
296,Aníbal Moreno,ar ARG,MF,Palmeiras,25-004,1999,3.9,0,2,1,50.0,0.51,0.26,0.00,0.00,19.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
297,Henry Mosquera,co COL,"FW,MF",Red Bull Bragantino,22-184,2001,4.3,0,5,2,40.0,1.16,0.46,0.00,0.00,18.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
298,Gustavo Mosquito,br BRA,FW,Corinthians,26-253,1997,1.8,0,3,0,0.0,1.70,0.00,0.00,,15.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
299,Jean Mota,br BRA,MF,Vitória,30-215,1993,0.9,0,1,1,100.0,1.15,1.15,0.00,0.00,14.7,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
300,Hugo Moura,br BRA,MF,Vasco da Gama,26-135,1998,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
301,Léo Naldi,br BRA,MF,Vitória,22-273,2001,0.8,0,2,1,50.0,2.43,1.22,0.00,0.00,25.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
302,Matheus Nascimento,br BRA,FW,Botafogo (RJ),20-075,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
303,Nata,br BRA,"MF,DF",Grêmio,22-347,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
304,Kaiky Naves,br BRA,FW,Palmeiras,22-009,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
305,Nenê,br BRA,"MF,FW",Juventude,42-303,1981,3.0,0,4,1,25.0,1.35,0.34,0.00,0.00,28.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
306,Neris,br BRA,DF,Cruzeiro,31-335,1992,2.6,0,1,1,100.0,0.39,0.39,0.00,0.00,17.6,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
307,Rodrigo Nestor,br BRA,"MF,FW",São Paulo,23-282,2000,1.8,0,4,3,75.0,2.24,1.68,0.00,0.00,23.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
308,José Vitor Silva Neves,br BRA,"FW,MF",Ath Paranaense,24-015,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
309,Newton,br BRA,MF,Criciúma,24-066,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
310,Nikão,br BRA,"FW,MF",Ath Paranaense,31-293,1992,1.3,1,8,4,50.0,6.00,3.00,0.13,0.25,20.0,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches
311,Gustavo Nunes,br BRA,FW,Grêmio,18-179,2005,2.3,0,3,2,66.7,1.33,0.89,0.00,0.00,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
312,Cauly Oliveira Souza,br BRA,"MF,FW",Bahia,28-245,1995,5.1,1,7,3,42.9,1.36,0.58,0.14,0.33,18.1,1,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
313,Leo Ortiz,br BRA,DF,Flamengo,28-135,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
314,Osvaldo,br BRA,"MF,FW",Vitória,37-036,1987,2.7,0,3,3,100.0,1.10,1.10,0.00,0.00,12.9,0,0,0,0.7,0.7,0.22,-0.7,-0.7,Matches
315,Otávio,br BRA,MF,Atlético Mineiro,30-013,1994,5.0,0,4,2,50.0,0.80,0.40,0.00,0.00,32.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
316,Pablo,br BRA,"FW,MF",Ath Paranaense,31-329,1992,4.2,2,11,5,45.5,2.65,1.20,0.18,0.40,21.9,3,0,0,0.8,0.8,0.07,+1.2,+1.2,Matches
317,Pablo,br BRA,DF,Botafogo (RJ),32-331,1991,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
318,Bruno Pacheco,br BRA,DF,Fortaleza,32-161,1991,3.4,0,3,0,0.0,0.89,0.00,0.00,,11.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
319,Patryck,br BRA,DF,São Paulo,21-120,2003,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
320,Patrick de Paula,br BRA,MF,Botafogo (RJ),24-252,1999,0.1,0,1,0,0.0,8.18,0.00,0.00,,26.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
321,Paulinho,br BRA,FW,Atlético Mineiro,23-307,2000,4.5,2,13,6,46.2,2.90,1.34,0.08,0.17,15.0,0,1,1,2.1,1.3,0.10,-0.1,-0.3,Matches
322,Paulinho,br BRA,MF,Corinthians,35-297,1988,1.3,0,6,2,33.3,4.58,1.53,0.00,0.00,13.0,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
323,Cristian Pavón,ar ARG,FW,Grêmio,28-117,1996,1.2,0,4,3,75.0,3.24,2.43,0.00,0.00,19.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
324,Dimitri Payet,fr FRA,MF,Vasco da Gama,37-049,1987,1.2,0,2,1,50.0,1.62,0.81,0.00,0.00,12.4,0,0,0,0.6,0.6,0.28,-0.6,-0.6,Matches
325,Pedrão,br BRA,DF,Atl Goianiense,31-151,1992,1.2,0,2,1,50.0,1.71,0.86,0.00,0.00,9.5,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
326,Pedrinho,br BRA,MF,Atlético Mineiro,26-034,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
327,Pedro,br BRA,FW,Flamengo,26-332,1997,5.0,2,15,5,33.3,3.00,1.00,0.07,0.20,17.6,0,1,1,1.9,1.1,0.07,+0.1,-0.1,Matches
328,João Pedro,br BRA,FW,Cruzeiro,21-105,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
329,João Pedro,br BRA,MF,Vasco da Gama,19-028,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
330,João Pedro,it ITA,FW,Grêmio,32-069,1992,2.3,0,4,2,50.0,1.74,0.87,0.00,0.00,13.8,0,0,0,0.6,0.6,0.16,-0.6,-0.6,Matches
331,João Pedro,br BRA,DF,Grêmio,27-184,1996,3.0,0,2,0,0.0,0.67,0.00,0.00,,12.7,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
332,Léo Pelé,br BRA,DF,Vasco da Gama,28-072,1996,6.0,0,1,1,100.0,0.17,0.17,0.00,0.00,12.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
333,Carlos de Pena,uy URU,"MF,FW",Bahia,32-067,1992,0.8,0,1,1,100.0,1.18,1.18,0.00,0.00,21.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
334,Léo Pereira,br BRA,DF,Flamengo,28-107,1996,5.8,0,3,0,0.0,0.51,0.00,0.00,,7.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
335,Matheus Pereira,pt POR,FW,Cruzeiro,28-012,1996,4.9,2,12,5,41.7,2.46,1.03,0.17,0.40,20.1,0,0,0,1.2,1.2,0.10,+0.8,+0.8,Matches
336,Yago Pikachu,br BRA,"DF,FW",Fortaleza,31-347,1992,2.6,0,6,0,0.0,2.33,0.00,0.00,,14.4,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches
337,Joaquín Piquerez,uy URU,DF,Palmeiras,25-267,1998,4.8,0,10,2,20.0,2.08,0.42,0.00,0.00,28.1,3,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
338,Rafael Pires,br BRA,GK,São Paulo,34-329,1989,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
339,Lucas Piton,br BRA,DF,Vasco da Gama,23-221,2000,6.0,0,6,0,0.0,1.00,0.00,0.00,,25.0,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
340,Isidro Pitta,py PAR,FW,Cuiabá,24-277,1999,2.3,0,6,0,0.0,2.62,0.00,0.00,,18.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
341,Tomas Pochettino,ar ARG,MF,Fortaleza,28-106,1996,3.6,1,8,1,12.5,2.23,0.28,0.13,1.00,26.8,2,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
342,Mateo Ponte,uy URU,DF,Botafogo (RJ),20-359,2003,3.3,1,2,1,50.0,0.61,0.30,0.50,1.00,15.5,0,0,0,0.3,0.3,0.14,+0.7,+0.7,Matches
343,Werik Popó,br BRA,FW,Juventude,22-213,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
344,Gustavo Prado,br BRA,"FW,MF",Internacional,18-346,2005,1.2,0,3,0,0.0,2.48,0.00,0.00,,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
345,Bruno Praxedes,br BRA,MF,Vasco da Gama,22-099,2002,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
346,Erick Pulgar,cl CHI,MF,Flamengo,30-123,1994,3.5,0,2,1,50.0,0.57,0.29,0.00,0.00,20.8,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
347,Du Queiroz,br BRA,MF,Grêmio,24-119,2000,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
348,Igor Rabello,br BRA,DF,Atlético Mineiro,29-019,1995,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
349,Zé Rafael,br BRA,MF,Palmeiras,30-336,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
350,Railan,br BRA,DF,Cuiabá,24-068,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
351,Eric Ramires,br BRA,"MF,FW",Red Bull Bragantino,23-281,2000,3.5,0,9,2,22.2,2.56,0.57,0.00,0.00,22.5,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
352,Ramon,br BRA,DF,Cuiabá,23-065,2001,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
353,Raniele,br BRA,"MF,DF",Corinthians,27-138,1996,4.4,0,4,2,50.0,0.91,0.46,0.00,0.00,22.3,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
354,Rafael Ratão,br BRA,FW,Bahia,28-169,1995,0.4,1,2,2,100.0,4.86,4.86,0.50,0.50,11.1,0,0,0,1.1,1.1,0.56,-0.1,-0.1,Matches
355,Raul,br BRA,MF,Red Bull Bragantino,27-311,1996,1.4,0,1,0,0.0,0.70,0.00,0.00,,32.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
356,Pedro Raul,br BRA,FW,Corinthians,27-194,1996,1.7,0,2,1,50.0,1.17,0.58,0.00,0.00,14.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
357,Robert Renan,br BRA,DF,Internacional,20-219,2003,1.1,0,1,0,0.0,0.87,0.00,0.00,,30.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
358,Renê,br BRA,DF,Internacional,31-246,1992,4.0,0,5,2,40.0,1.25,0.50,0.00,0.00,18.9,1,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
359,Rezende,br BRA,"MF,DF",Bahia,29-136,1995,2.2,0,1,0,0.0,0.46,0.00,0.00,,8.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
360,Rhaldney,br BRA,MF,Atl Goianiense,25-179,1998,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
361,Everton Ribeiro,br BRA,"MF,FW",Bahia,35-037,1989,4.6,0,4,2,50.0,0.87,0.43,0.00,0.00,23.2,0,0,0,0.5,0.5,0.14,-0.5,-0.5,Matches
362,Wesley Ribeiro,br BRA,FW,Corinthians,19-073,2005,4.7,2,8,5,62.5,1.69,1.05,0.25,0.40,19.1,0,0,0,0.8,0.8,0.10,+1.2,+1.2,Matches
363,João Ricardo Riedi,br BRA,GK,Fortaleza,35-254,1988,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
364,Rikelme,br BRA,DF,Cuiabá,20-306,2003,3.3,0,1,1,100.0,0.30,0.30,0.00,0.00,33.0,1,0,0,0.0,0.0,0.03,0.0,0.0,Matches
365,Rildo,br BRA,"MF,FW",Juventude,24-117,2000,0.4,0,3,0,0.0,7.50,0.00,0.00,,18.8,1,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
366,Richard Ríos,co COL,MF,Palmeiras,23-350,2000,3.9,1,5,1,20.0,1.29,0.26,0.20,1.00,20.5,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
367,Robert,br BRA,DF,Cruzeiro,19-034,2005,0.1,0,1,0,0.0,8.18,0.00,0.00,,26.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
368,Kaique Rocha,br BRA,DF,Ath Paranaense,23-079,2001,6.0,0,5,0,0.0,0.83,0.00,0.00,,13.1,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
369,Marcos Rocha,br BRA,DF,Palmeiras,35-158,1988,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
370,Sergio Rochet,uy URU,GK,Internacional,31-055,1993,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
371,Rodrigo,br BRA,MF,São Paulo,20-062,2004,0.6,0,3,1,33.3,5.09,1.70,0.00,0.00,19.9,0,0,0,0.5,0.5,0.15,-0.5,-0.5,Matches
372,Emiliano Rodríguez,uy URU,FW,Atl Goianiense,20-306,2003,3.1,0,6,3,50.0,1.92,0.96,0.00,0.00,17.9,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
373,James Rodríguez,co COL,MF,São Paulo,32-310,1991,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
374,Robert Rojas,py PAR,DF,Vasco da Gama,28-017,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
375,Guilherme Romão,br BRA,DF,Atl Goianiense,26-223,1997,5.0,0,7,1,14.3,1.40,0.20,0.00,0.00,14.9,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
376,Ángel Romero,py PAR,FW,Corinthians,31-318,1992,4.5,0,13,2,15.4,2.90,0.45,0.00,0.00,18.9,3,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches
377,Lucas Romero,ar ARG,MF,Cruzeiro,30-029,1994,3.9,0,4,0,0.0,1.01,0.00,0.00,,25.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
378,Óscar Romero,py PAR,"FW,MF",Botafogo (RJ),31-318,1992,1.5,0,2,1,50.0,1.34,0.67,0.00,0.00,29.6,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
379,Rômulo,br BRA,DF,Atlético Mineiro,20-107,2004,0.5,0,2,0,0.0,4.00,0.00,0.00,,25.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
380,Romulo,br BRA,MF,Internacional,24-077,2000,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
381,Romulo,br BRA,MF,Palmeiras,22-223,2001,0.6,0,3,0,0.0,5.09,0.00,0.00,,27.8,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
382,Ronald,br BRA,MF,Grêmio,21-096,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
383,Ronaldo,br BRA,GK,Atl Goianiense,27-269,1996,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
384,Budiga Roni,br BRA,MF,Atl Goianiense,25-032,1999,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
385,Rony,br BRA,FW,Palmeiras,29-006,1995,3.5,0,8,4,50.0,2.26,1.13,0.00,0.00,21.3,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
386,Matheus Rossetto,br BRA,MF,Fortaleza,27-349,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
387,Rossi,br BRA,FW,Vasco da Gama,31-025,1993,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
388,Agustín Rossi,ar ARG,GK,Flamengo,28-270,1995,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
389,Ruan,br BRA,"MF,FW",Juventude,19-014,2005,0.5,0,1,1,100.0,1.84,1.84,0.00,0.00,14.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
390,Rubens,br BRA,DF,Atlético Mineiro,22-331,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
391,Alan Ruschel,br BRA,DF,Juventude,34-268,1989,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
392,Rodrigo Sam,br BRA,DF,Juventude,28-298,1995,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
393,Alex Santana,br BRA,"MF,FW",Ath Paranaense,29-004,1995,1.1,0,1,0,0.0,0.90,0.00,0.00,,25.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
394,Ademir Santos,br BRA,"FW,MF",Bahia,29-091,1995,2.0,0,2,1,50.0,1.01,0.51,0.00,0.00,21.2,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches
395,Allyson Aires dos Santos,br BRA,DF,Cuiabá,33-207,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
396,Eduardo Santos,br BRA,DF,Red Bull Bragantino,26-171,1997,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
397,Juan Santos,br BRA,FW,São Paulo,22-072,2002,0.7,0,2,1,50.0,2.95,1.48,0.00,0.00,11.7,0,0,0,0.5,0.5,0.27,-0.5,-0.5,Matches
398,Júnior Santos,br BRA,"FW,MF",Botafogo (RJ),29-219,1994,4.8,1,10,5,50.0,2.09,1.04,0.10,0.20,14.8,0,0,0,1.7,1.7,0.17,-0.7,-0.7,Matches
399,Renzo Saravia,ar ARG,DF,Atlético Mineiro,30-336,1993,5.0,0,2,0,0.0,0.40,0.00,0.00,,29.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
400,Eduardo Sasha,br BRA,FW,Red Bull Bragantino,32-083,1992,4.2,2,10,6,60.0,2.41,1.44,0.20,0.33,15.1,0,0,0,0.7,0.7,0.07,+1.3,+1.3,Matches
401,Lucas Sasha,br BRA,MF,Fortaleza,34-077,1990,1.1,0,1,0,0.0,0.90,0.00,0.00,,14.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
402,Jefferson Savarino,ve VEN,"MF,FW",Botafogo (RJ),27-188,1996,4.0,2,9,5,55.6,2.23,1.24,0.22,0.40,21.9,1,0,0,0.4,0.4,0.05,+1.6,+1.6,Matches
403,Gustavo Scarpa,br BRA,"MF,FW",Atlético Mineiro,30-133,1994,3.5,2,8,5,62.5,2.28,1.42,0.25,0.40,23.2,3,0,0,0.4,0.4,0.05,+1.6,+1.6,Matches
404,Cleiton Schwengber,br BRA,GK,Red Bull Bragantino,26-272,1997,4.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
405,Juan Sforza,ar ARG,MF,Vasco da Gama,22-093,2002,4.6,0,4,1,25.0,0.87,0.22,0.00,0.00,25.7,1,0,0,0.2,0.1,0.03,-0.2,-0.1,Matches
406,Shaylon,br BRA,"MF,FW",Atl Goianiense,27-020,1997,4.8,0,5,1,20.0,1.04,0.21,0.00,0.00,25.5,0,0,1,1.0,0.2,0.04,-1.0,-0.2,Matches
407,André Silva,br BRA,"MF,FW",São Paulo,26-349,1997,3.1,1,9,1,11.1,2.87,0.32,0.11,1.00,18.2,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
408,Luan Silva,br BRA,MF,Vitória,25-003,1999,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
409,Lucas Silva,br BRA,MF,Cruzeiro,31-091,1993,4.2,1,4,2,50.0,0.94,0.47,0.25,0.50,27.9,1,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
410,Rafael Silva,br BRA,FW,Cruzeiro,32-043,1992,3.9,2,7,4,57.1,1.82,1.04,0.29,0.50,7.4,0,0,0,1.3,1.3,0.19,+0.7,+0.7,Matches
411,Everton Soares,br BRA,FW,Flamengo,28-056,1996,1.6,0,6,3,50.0,3.75,1.87,0.00,0.00,24.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
412,Tiquinho Soares,br BRA,FW,Botafogo (RJ),33-121,1991,2.2,2,3,1,33.3,1.35,0.45,0.33,1.00,13.0,0,1,1,1.7,0.9,0.32,+0.3,+0.1,Matches
413,Fernando Sobral,br BRA,MF,Cuiabá,29-152,1994,3.2,0,5,1,20.0,1.58,0.32,0.00,0.00,28.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
414,Yeferson Soteldo,ve VEN,FW,Grêmio,26-322,1997,3.0,1,5,3,60.0,1.68,1.01,0.20,0.33,20.4,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
415,Igor Vinícius de Souza,br BRA,DF,São Paulo,27-046,1997,5.4,0,4,0,0.0,0.73,0.00,0.00,,10.3,0,0,0,0.8,0.8,0.20,-0.8,-0.8,Matches
416,Everaldo Stum,br BRA,FW,Bahia,32-317,1991,2.8,3,11,5,45.5,3.88,1.76,0.18,0.40,16.7,0,1,1,2.4,1.6,0.16,+0.6,+0.4,Matches
417,Damián Suárez,uy URU,DF,Botafogo (RJ),36-020,1988,2.6,0,1,0,0.0,0.38,0.00,0.00,,31.9,1,0,0,0.0,0.0,0.03,0.0,0.0,Matches
418,Talisson,br BRA,FW,Red Bull Bragantino,21-362,2002,0.2,0,1,0,0.0,6.43,0.00,0.00,,24.9,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
419,Tchê Tchê,br BRA,MF,Botafogo (RJ),31-261,1992,3.1,0,2,0,0.0,0.65,0.00,0.00,,27.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
420,David Terans,uy URU,"MF,FW",Fluminense,29-280,1994,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
421,Thaciano,br BRA,FW,Bahia,29-005,1995,5.2,1,12,3,25.0,2.30,0.57,0.08,0.33,12.3,0,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches
422,Thiaguinho,br BRA,MF,Juventude,27-036,1997,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
423,Guilherme Tinga,br BRA,DF,Fortaleza,30-259,1993,4.1,0,1,0,0.0,0.24,0.00,0.00,,11.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
424,Titi,br BRA,DF,Fortaleza,36-066,1988,5.0,0,3,0,0.0,0.60,0.00,0.00,,12.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
425,Félix Torres Caicedo,ec ECU,DF,Corinthians,27-127,1997,6.0,0,4,1,25.0,0.67,0.17,0.00,0.00,10.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
426,Miguel Trauco,pe PER,"DF,MF",Criciúma,31-266,1992,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
427,Bruno Tubarão,br BRA,DF,Atl Goianiense,29-073,1995,4.0,0,2,0,0.0,0.50,0.00,0.00,,32.1,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
428,Bruno Uvini,br BRA,DF,Vitória,32-349,1991,3.0,0,1,0,0.0,0.33,0.00,0.00,,9.4,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
429,Vanderlan,br BRA,DF,Palmeiras,21-253,2002,1.2,0,1,0,0.0,0.83,0.00,0.00,,38.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
430,Guillermo Varela,uy URU,DF,Flamengo,31-054,1993,3.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
431,Eduardo Vargas,cl CHI,FW,Atlético Mineiro,34-179,1989,1.5,3,9,4,44.4,6.04,2.69,0.33,0.75,10.5,0,0,0,1.6,1.6,0.18,+1.4,+1.4,Matches
432,Pablo Vegetti,ar ARG,FW,Vasco da Gama,35-215,1988,5.8,3,23,6,26.1,3.97,1.03,0.13,0.50,12.2,0,0,1,3.4,2.6,0.11,-0.4,+0.4,Matches
433,Raphael Veiga,br BRA,MF,Palmeiras,28-333,1995,4.4,0,8,2,25.0,1.80,0.45,0.00,0.00,27.5,3,0,1,1.2,0.4,0.05,-1.2,-0.4,Matches
434,Fausto Vera,ar ARG,MF,Corinthians,24-052,2000,2.1,0,3,1,33.3,1.42,0.47,0.00,0.00,31.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
435,Gabriel Veron,br BRA,"FW,MF",Cruzeiro,21-257,2002,0.9,0,1,0,0.0,1.14,0.00,0.00,,12.0,0,0,0,0.2,0.2,0.25,-0.2,-0.2,Matches
436,João Victor,br BRA,DF,Vasco da Gama,25-305,1998,2.4,0,1,0,0.0,0.41,0.00,0.00,,11.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
437,Felipe Vieira,,DF,Fluminense,,,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
438,Mathías Villasanti,py PAR,MF,Grêmio,27-114,1997,4.0,0,3,0,0.0,0.75,0.00,0.00,,16.3,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
439,Matías Viña,uy URU,DF,Flamengo,26-190,1997,1.1,0,1,0,0.0,0.92,0.00,0.00,,15.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
440,Alix Vinicius,br BRA,DF,Atl Goianiense,24-193,1999,3.5,0,5,1,20.0,1.43,0.29,0.00,0.00,13.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
441,Mateus Vital,br BRA,MF,Cruzeiro,26-095,1998,0.8,1,4,2,50.0,5.29,2.65,0.25,0.50,22.7,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
442,Vitão,br BRA,DF,Internacional,24-105,2000,4.0,0,4,1,25.0,1.00,0.25,0.00,0.00,12.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
443,Vitinho,br BRA,"FW,MF",Red Bull Bragantino,25-046,1999,4.0,2,8,4,50.0,2.01,1.00,0.25,0.50,23.6,0,0,0,0.3,0.3,0.03,+1.7,+1.7,Matches
