Rk;Player;Nation;Pos;Squad;Age;Born;90s;Gls;Sh;SoT;SoT%;Sh/90;SoT/90;G/Sh;G/SoT;Dist;FK;PK;PKatt;xG;npxG;npxG/Sh;G-xG;np:G-xG;Matches;Curr_Date
273;Adriano Martins;br BRA;DF;Atl Goianiense;27-047;1997;2.8;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
274;Gustavo Martins Santos;br BRA;DF;Grêmio;21-281;2002;2.9;1;1;1;100.0;0.35;0.35;1.00;1.00;3.2;0;0;0;0.7;0.7;0.69;+0.3;+0.3;Matches;2024-05-18
275;Gonzalo Mastriani;uy URU;FW;Ath Paranaense;31-020;1993;1.6;1;3;1;33.3;1.84;0.61;0.33;1.00;17.3;0;0;0;0.3;0.3;0.10;+0.7;+0.7;Matches;2024-05-18
276;Fellipe Mateus;br BRA;MF;Criciúma;33-096;1991;2.9;2;5;4;80.0;1.72;1.37;0.40;0.50;22.0;2;0;0;0.2;0.2;0.05;+1.8;+1.8;Matches;2024-05-18
277;Matheusinho;br BRA;FW,MF;Vitória;26-213;1997;4.4;1;9;3;33.3;2.06;0.69;0.11;0.33;19.0;0;0;0;0.6;0.6;0.07;+0.4;+0.4;Matches;2024-05-18
278;Matheusinho;br BRA;FW,MF;Criciúma;26-097;1998;0.3;1;2;1;50.0;7.20;3.60;0.50;1.00;15.9;0;0;0;0.1;0.1;0.06;+0.9;+0.9;Matches;2024-05-18
279;Matheuzinho;br BRA;DF,FW;Corinthians;23-253;2000;2.2;0;5;0;0.0;2.27;0.00;0.00;;17.9;0;0;0;0.5;0.5;0.10;-0.5;-0.5;Matches;2024-05-18
280;Mauricio;br BRA;MF;Internacional;22-362;2001;3.7;0;7;2;28.6;1.87;0.54;0.00;0.00;19.0;0;0;0;0.3;0.3;0.04;-0.3;-0.3;Matches;2024-05-18
281;Max;br BRA;MF,FW;Atl Goianiense;21-325;2002;0.5;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
282;Max;br BRA;MF;Cuiabá;23-006;2001;0.2;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
283;Maycon;br BRA;MF;Corinthians;26-308;1997;0.5;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
284;Mayke;br BRA;DF;Palmeiras;31-190;1992;3.8;0;1;0;0.0;0.26;0.00;0.00;;18.6;0;0;0;0.0;0.0;0.02;0.0;0.0;Matches;2024-05-18
285;Gary Medel;cl CHI;DF;Vasco da Gama;36-289;1987;1.2;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
286;Felipe Melo;br BRA;DF;Fluminense;40-327;1983;2.3;0;1;0;0.0;0.44;0.00;0.00;;14.1;0;0;0;0.0;0.0;0.01;0.0;0.0;Matches;2024-05-18
287;Douglas Mendes;br BRA;DF;Red Bull Bragantino;19-340;2004;3.0;0;2;0;0.0;0.67;0.00;0.00;;11.2;0;0;0;0.1;0.1;0.04;-0.1;-0.1;Matches;2024-05-18
288;Nathan Mendes;br BRA;DF;Red Bull Bragantino;21-273;2002;3.0;0;5;2;40.0;1.67;0.67;0.00;0.00;17.9;0;0;0;0.2;0.2;0.04;-0.2;-0.2;Matches;2024-05-18
289;Gabriel Menino;br BRA;MF;Palmeiras;23-232;2000;3.1;0;4;0;0.0;1.28;0.00;0.00;;27.7;1;0;0;0.2;0.2;0.04;-0.2;-0.2;Matches;2024-05-18
290;Gabriel Mercado;ar ARG;DF;Internacional;37-061;1987;2.5;0;1;1;100.0;0.40;0.40;0.00;0.00;9.3;0;0;0;0.1;0.1;0.09;-0.1;-0.1;Matches;2024-05-18
291;Higor Meritão;br BRA;MF;Criciúma;29-330;1994;2.8;1;3;1;33.3;1.06;0.35;0.33;1.00;19.1;0;0;0;0.7;0.7;0.23;+0.3;+0.3;Matches;2024-05-18
292;Carlos Miguel;br BRA;GK;Corinthians;25-222;1998;3.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
293;Lucas Mineiro;br BRA;MF;Cuiabá;28-084;1996;1.1;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
294;Moises;br BRA;FW;Fortaleza;27-259;1996;1.5;0;6;2;33.3;3.94;1.31;0.00;0.00;18.2;1;0;0;0.4;0.4;0.07;-0.4;-0.4;Matches;2024-05-18
295;Jacob Montes;ni NCA;FW,MF;Botafogo (RJ);25-211;1998;0.2;1;1;1;100.0;4.74;4.74;1.00;1.00;13.1;0;0;0;0.1;0.1;0.12;+0.9;+0.9;Matches;2024-05-18
296;Aníbal Moreno;ar ARG;MF;Palmeiras;25-005;1999;3.9;0;2;1;50.0;0.51;0.26;0.00;0.00;19.9;0;0;0;0.0;0.0;0.02;0.0;0.0;Matches;2024-05-18
297;Henry Mosquera;co COL;FW,MF;Red Bull Bragantino;22-185;2001;4.3;0;5;2;40.0;1.16;0.46;0.00;0.00;18.9;0;0;0;0.2;0.2;0.04;-0.2;-0.2;Matches;2024-05-18
298;Gustavo Mosquito;br BRA;FW;Corinthians;26-254;1997;1.8;0;3;0;0.0;1.70;0.00;0.00;;15.7;0;0;0;0.2;0.2;0.07;-0.2;-0.2;Matches;2024-05-18
299;Jean Mota;br BRA;MF;Vitória;30-216;1993;0.9;0;1;1;100.0;1.15;1.15;0.00;0.00;14.7;0;0;0;0.0;0.0;0.04;0.0;0.0;Matches;2024-05-18
300;Hugo Moura;br BRA;MF;Vasco da Gama;26-136;1998;1.4;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
301;Léo Naldi;br BRA;MF;Vitória;22-274;2001;0.8;0;2;1;50.0;2.43;1.22;0.00;0.00;25.0;0;0;0;0.1;0.1;0.06;-0.1;-0.1;Matches;2024-05-18
302;Matheus Nascimento;br BRA;FW;Botafogo (RJ);20-076;2004;0.3;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
303;Nata;br BRA;MF,DF;Grêmio;22-348;2001;0.1;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
304;Kaiky Naves;br BRA;FW;Palmeiras;22-010;2002;0.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
305;Nenê;br BRA;MF,FW;Juventude;42-304;1981;3.0;0;4;1;25.0;1.35;0.34;0.00;0.00;28.7;0;0;0;0.1;0.1;0.02;-0.1;-0.1;Matches;2024-05-18
306;Neris;br BRA;DF;Cruzeiro;31-336;1992;2.6;0;1;1;100.0;0.39;0.39;0.00;0.00;17.6;0;0;0;0.1;0.1;0.10;-0.1;-0.1;Matches;2024-05-18
307;Rodrigo Nestor;br BRA;MF,FW;São Paulo;23-283;2000;1.8;0;4;3;75.0;2.24;1.68;0.00;0.00;23.6;0;0;0;0.2;0.2;0.05;-0.2;-0.2;Matches;2024-05-18
308;José Vitor Silva Neves;br BRA;FW,MF;Ath Paranaense;24-016;2000;1.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
309;Newton;br BRA;MF;Criciúma;24-067;2000;0.2;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
310;Nikão;br BRA;FW,MF;Ath Paranaense;31-294;1992;1.3;1;8;4;50.0;6.00;3.00;0.13;0.25;20.0;0;0;0;0.7;0.7;0.09;+0.3;+0.3;Matches;2024-05-18
311;Gustavo Nunes;br BRA;FW;Grêmio;18-180;2005;2.3;0;3;2;66.7;1.33;0.89;0.00;0.00;20.2;0;0;0;0.1;0.1;0.04;-0.1;-0.1;Matches;2024-05-18
312;Cauly Oliveira Souza;br BRA;MF,FW;Bahia;28-246;1995;5.1;1;7;3;42.9;1.36;0.58;0.14;0.33;18.1;1;0;0;0.5;0.5;0.07;+0.5;+0.5;Matches;2024-05-18
313;Leo Ortiz;br BRA;DF;Flamengo;28-136;1996;1.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
314;Osvaldo;br BRA;MF,FW;Vitória;37-037;1987;2.7;0;3;3;100.0;1.10;1.10;0.00;0.00;12.9;0;0;0;0.7;0.7;0.22;-0.7;-0.7;Matches;2024-05-18
315;Otávio;br BRA;MF;Atlético Mineiro;30-014;1994;5.0;0;4;2;50.0;0.80;0.40;0.00;0.00;32.1;0;0;0;0.1;0.1;0.02;-0.1;-0.1;Matches;2024-05-18
316;Pablo;br BRA;FW,MF;Ath Paranaense;31-330;1992;4.2;2;11;5;45.5;2.65;1.20;0.18;0.40;21.9;3;0;0;0.8;0.8;0.07;+1.2;+1.2;Matches;2024-05-18
317;Pablo;br BRA;DF;Botafogo (RJ);32-332;1991;0.3;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
318;Bruno Pacheco;br BRA;DF;Fortaleza;32-162;1991;3.4;0;3;0;0.0;0.89;0.00;0.00;;11.4;0;0;0;0.1;0.1;0.04;-0.1;-0.1;Matches;2024-05-18
319;Patryck;br BRA;DF;São Paulo;21-121;2003;1.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
320;Patrick de Paula;br BRA;MF;Botafogo (RJ);24-253;1999;0.1;0;1;0;0.0;8.18;0.00;0.00;;26.9;0;0;0;0.0;0.0;0.02;0.0;0.0;Matches;2024-05-18
321;Paulinho;br BRA;FW;Atlético Mineiro;23-308;2000;4.5;2;13;6;46.2;2.90;1.34;0.08;0.17;15.0;0;1;1;2.1;1.3;0.10;-0.1;-0.3;Matches;2024-05-18
322;Paulinho;br BRA;MF;Corinthians;35-298;1988;1.3;0;6;2;33.3;4.58;1.53;0.00;0.00;13.0;0;0;0;0.4;0.4;0.06;-0.4;-0.4;Matches;2024-05-18
323;Cristian Pavón;ar ARG;FW;Grêmio;28-118;1996;1.2;0;4;3;75.0;3.24;2.43;0.00;0.00;19.2;0;0;0;0.3;0.3;0.07;-0.3;-0.3;Matches;2024-05-18
324;Dimitri Payet;fr FRA;MF;Vasco da Gama;37-050;1987;1.2;0;2;1;50.0;1.62;0.81;0.00;0.00;12.4;0;0;0;0.6;0.6;0.28;-0.6;-0.6;Matches;2024-05-18
325;Pedrão;br BRA;DF;Atl Goianiense;31-152;1992;1.2;0;2;1;50.0;1.71;0.86;0.00;0.00;9.5;0;0;0;0.2;0.2;0.08;-0.2;-0.2;Matches;2024-05-18
326;Pedrinho;br BRA;MF;Atlético Mineiro;26-035;1998;0.3;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
327;Pedro;br BRA;FW;Flamengo;26-333;1997;5.0;2;15;5;33.3;3.00;1.00;0.07;0.20;17.6;0;1;1;1.9;1.1;0.07;+0.1;-0.1;Matches;2024-05-18
328;João Pedro;br BRA;FW;Cruzeiro;21-106;2003;0.1;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
329;João Pedro;br BRA;MF;Vasco da Gama;19-029;2005;0.2;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
330;João Pedro;it ITA;FW;Grêmio;32-070;1992;2.3;0;4;2;50.0;1.74;0.87;0.00;0.00;13.8;0;0;0;0.6;0.6;0.16;-0.6;-0.6;Matches;2024-05-18
331;João Pedro;br BRA;DF;Grêmio;27-185;1996;3.0;0;2;0;0.0;0.67;0.00;0.00;;12.7;0;0;0;0.3;0.3;0.13;-0.3;-0.3;Matches;2024-05-18
332;Léo Pelé;br BRA;DF;Vasco da Gama;28-073;1996;6.0;0;1;1;100.0;0.17;0.17;0.00;0.00;12.7;0;0;0;0.0;0.0;0.03;0.0;0.0;Matches;2024-05-18
333;Carlos de Pena;uy URU;MF,FW;Bahia;32-068;1992;0.8;0;1;1;100.0;1.18;1.18;0.00;0.00;21.7;0;0;0;0.1;0.1;0.08;-0.1;-0.1;Matches;2024-05-18
334;Léo Pereira;br BRA;DF;Flamengo;28-108;1996;5.8;0;3;0;0.0;0.51;0.00;0.00;;7.3;0;0;0;0.2;0.2;0.05;-0.2;-0.2;Matches;2024-05-18
335;Matheus Pereira;pt POR;FW;Cruzeiro;28-013;1996;4.9;2;12;5;41.7;2.46;1.03;0.17;0.40;20.1;0;0;0;1.2;1.2;0.10;+0.8;+0.8;Matches;2024-05-18
336;Yago Pikachu;br BRA;DF,FW;Fortaleza;31-348;1992;2.6;0;6;0;0.0;2.33;0.00;0.00;;14.4;0;0;0;0.6;0.6;0.10;-0.6;-0.6;Matches;2024-05-18
337;Joaquín Piquerez;uy URU;DF;Palmeiras;25-268;1998;4.8;0;10;2;20.0;2.08;0.42;0.00;0.00;28.1;3;0;0;0.2;0.2;0.02;-0.2;-0.2;Matches;2024-05-18
338;Rafael Pires;br BRA;GK;São Paulo;34-330;1989;6.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
339;Lucas Piton;br BRA;DF;Vasco da Gama;23-222;2000;6.0;0;6;0;0.0;1.00;0.00;0.00;;25.0;1;0;0;0.2;0.2;0.03;-0.2;-0.2;Matches;2024-05-18
340;Isidro Pitta;py PAR;FW;Cuiabá;24-278;1999;2.3;0;6;0;0.0;2.62;0.00;0.00;;18.7;0;0;0;0.3;0.3;0.04;-0.3;-0.3;Matches;2024-05-18
341;Tomas Pochettino;ar ARG;MF;Fortaleza;28-107;1996;3.6;1;8;1;12.5;2.23;0.28;0.13;1.00;26.8;2;0;0;0.2;0.2;0.03;+0.8;+0.8;Matches;2024-05-18
342;Mateo Ponte;uy URU;DF;Botafogo (RJ);20-360;2003;3.3;1;2;1;50.0;0.61;0.30;0.50;1.00;15.5;0;0;0;0.3;0.3;0.14;+0.7;+0.7;Matches;2024-05-18
343;Werik Popó;br BRA;FW;Juventude;22-214;2001;0.2;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
344;Gustavo Prado;br BRA;FW,MF;Internacional;18-347;2005;1.2;0;3;0;0.0;2.48;0.00;0.00;;19.9;0;0;0;0.1;0.1;0.04;-0.1;-0.1;Matches;2024-05-18
345;Bruno Praxedes;br BRA;MF;Vasco da Gama;22-100;2002;0.3;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
346;Erick Pulgar;cl CHI;MF;Flamengo;30-124;1994;3.5;0;2;1;50.0;0.57;0.29;0.00;0.00;20.8;0;0;0;0.2;0.2;0.11;-0.2;-0.2;Matches;2024-05-18
347;Du Queiroz;br BRA;MF;Grêmio;24-120;2000;2.5;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
348;Igor Rabello;br BRA;DF;Atlético Mineiro;29-020;1995;2.1;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
349;Zé Rafael;br BRA;MF;Palmeiras;30-337;1993;1.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
350;Railan;br BRA;DF;Cuiabá;24-069;2000;1.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
351;Eric Ramires;br BRA;MF,FW;Red Bull Bragantino;23-282;2000;3.5;0;9;2;22.2;2.56;0.57;0.00;0.00;22.5;0;0;0;0.5;0.5;0.05;-0.5;-0.5;Matches;2024-05-18
352;Ramon;br BRA;DF;Cuiabá;23-066;2001;0.8;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
353;Raniele;br BRA;MF,DF;Corinthians;27-139;1996;4.4;0;4;2;50.0;0.91;0.46;0.00;0.00;22.3;0;0;0;0.4;0.4;0.11;-0.4;-0.4;Matches;2024-05-18
354;Rafael Ratão;br BRA;FW;Bahia;28-170;1995;0.4;1;2;2;100.0;4.86;4.86;0.50;0.50;11.1;0;0;0;1.1;1.1;0.56;-0.1;-0.1;Matches;2024-05-18
355;Raul;br BRA;MF;Red Bull Bragantino;27-312;1996;1.4;0;1;0;0.0;0.70;0.00;0.00;;32.7;0;0;0;0.0;0.0;0.02;0.0;0.0;Matches;2024-05-18
356;Pedro Raul;br BRA;FW;Corinthians;27-195;1996;1.7;0;2;1;50.0;1.17;0.58;0.00;0.00;14.3;0;0;0;0.1;0.1;0.03;-0.1;-0.1;Matches;2024-05-18
357;Robert Renan;br BRA;DF;Internacional;20-220;2003;1.1;0;1;0;0.0;0.87;0.00;0.00;;30.9;0;0;0;0.0;0.0;0.03;0.0;0.0;Matches;2024-05-18
358;Renê;br BRA;DF;Internacional;31-247;1992;4.0;0;5;2;40.0;1.25;0.50;0.00;0.00;18.9;1;0;0;0.6;0.6;0.12;-0.6;-0.6;Matches;2024-05-18
359;Rezende;br BRA;MF,DF;Bahia;29-137;1995;2.2;0;1;0;0.0;0.46;0.00;0.00;;8.3;0;0;0;0.1;0.1;0.06;-0.1;-0.1;Matches;2024-05-18
360;Rhaldney;br BRA;MF;Atl Goianiense;25-180;1998;2.7;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
361;Everton Ribeiro;br BRA;MF,FW;Bahia;35-038;1989;4.6;0;4;2;50.0;0.87;0.43;0.00;0.00;23.2;0;0;0;0.5;0.5;0.14;-0.5;-0.5;Matches;2024-05-18
362;Wesley Ribeiro;br BRA;FW;Corinthians;19-074;2005;4.7;2;8;5;62.5;1.69;1.05;0.25;0.40;19.1;0;0;0;0.8;0.8;0.10;+1.2;+1.2;Matches;2024-05-18
363;João Ricardo Riedi;br BRA;GK;Fortaleza;35-255;1988;5.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
364;Rikelme;br BRA;DF;Cuiabá;20-307;2003;3.3;0;1;1;100.0;0.30;0.30;0.00;0.00;33.0;1;0;0;0.0;0.0;0.03;0.0;0.0;Matches;2024-05-18
365;Rildo;br BRA;MF,FW;Juventude;24-118;2000;0.4;0;3;0;0.0;7.50;0.00;0.00;;18.8;1;0;0;0.2;0.2;0.07;-0.2;-0.2;Matches;2024-05-18
366;Richard Ríos;co COL;MF;Palmeiras;23-351;2000;3.9;1;5;1;20.0;1.29;0.26;0.20;1.00;20.5;0;0;0;0.3;0.3;0.06;+0.7;+0.7;Matches;2024-05-18
367;Robert;br BRA;DF;Cruzeiro;19-035;2005;0.1;0;1;0;0.0;8.18;0.00;0.00;;26.9;0;0;0;0.0;0.0;0.02;0.0;0.0;Matches;2024-05-18
368;Kaique Rocha;br BRA;DF;Ath Paranaense;23-080;2001;6.0;0;5;0;0.0;0.83;0.00;0.00;;13.1;0;0;0;0.4;0.4;0.07;-0.4;-0.4;Matches;2024-05-18
369;Marcos Rocha;br BRA;DF;Palmeiras;35-159;1988;2.2;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
370;Sergio Rochet;uy URU;GK;Internacional;31-056;1993;4.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
371;Rodrigo;br BRA;MF;São Paulo;20-063;2004;0.6;0;3;1;33.3;5.09;1.70;0.00;0.00;19.9;0;0;0;0.5;0.5;0.15;-0.5;-0.5;Matches;2024-05-18
372;Emiliano Rodríguez;uy URU;FW;Atl Goianiense;20-307;2003;3.1;0;6;3;50.0;1.92;0.96;0.00;0.00;17.9;0;0;0;0.5;0.5;0.08;-0.5;-0.5;Matches;2024-05-18
373;James Rodríguez;co COL;MF;São Paulo;32-311;1991;0.4;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
374;Robert Rojas;py PAR;DF;Vasco da Gama;28-018;1996;0.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
375;Guilherme Romão;br BRA;DF;Atl Goianiense;26-224;1997;5.0;0;7;1;14.3;1.40;0.20;0.00;0.00;14.9;0;0;0;0.6;0.6;0.09;-0.6;-0.6;Matches;2024-05-18
376;Ángel Romero;py PAR;FW;Corinthians;31-319;1992;4.5;0;13;2;15.4;2.90;0.45;0.00;0.00;18.9;3;0;0;1.0;1.0;0.08;-1.0;-1.0;Matches;2024-05-18
377;Lucas Romero;ar ARG;MF;Cruzeiro;30-030;1994;3.9;0;4;0;0.0;1.01;0.00;0.00;;25.2;0;0;0;0.2;0.2;0.04;-0.2;-0.2;Matches;2024-05-18
378;Óscar Romero;py PAR;FW,MF;Botafogo (RJ);31-319;1992;1.5;0;2;1;50.0;1.34;0.67;0.00;0.00;29.6;1;0;0;0.1;0.1;0.03;-0.1;-0.1;Matches;2024-05-18
379;Rômulo;br BRA;DF;Atlético Mineiro;20-108;2004;0.5;0;2;0;0.0;4.00;0.00;0.00;;25.1;0;0;0;0.1;0.1;0.03;-0.1;-0.1;Matches;2024-05-18
380;Romulo;br BRA;MF;Internacional;24-078;2000;0.9;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
381;Romulo;br BRA;MF;Palmeiras;22-224;2001;0.6;0;3;0;0.0;5.09;0.00;0.00;;27.8;0;0;0;0.0;0.0;0.01;0.0;0.0;Matches;2024-05-18
382;Ronald;br BRA;MF;Grêmio;21-097;2003;0.1;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
383;Ronaldo;br BRA;GK;Atl Goianiense;27-270;1996;5.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
384;Budiga Roni;br BRA;MF;Atl Goianiense;25-033;1999;1.5;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
385;Rony;br BRA;FW;Palmeiras;29-007;1995;3.5;0;8;4;50.0;2.26;1.13;0.00;0.00;21.3;0;0;0;0.7;0.7;0.09;-0.7;-0.7;Matches;2024-05-18
386;Matheus Rossetto;br BRA;MF;Fortaleza;27-350;1996;1.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
387;Rossi;br BRA;FW;Vasco da Gama;31-026;1993;2.4;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
388;Agustín Rossi;ar ARG;GK;Flamengo;28-271;1995;6.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
389;Ruan;br BRA;MF,FW;Juventude;19-015;2005;0.5;0;1;1;100.0;1.84;1.84;0.00;0.00;14.7;0;0;0;0.1;0.1;0.07;-0.1;-0.1;Matches;2024-05-18
390;Rubens;br BRA;DF;Atlético Mineiro;22-332;2001;0.1;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
391;Alan Ruschel;br BRA;DF;Juventude;34-269;1989;1.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
392;Rodrigo Sam;br BRA;DF;Juventude;28-299;1995;1.7;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
393;Alex Santana;br BRA;MF,FW;Ath Paranaense;29-005;1995;1.1;0;1;0;0.0;0.90;0.00;0.00;;25.5;0;0;0;0.1;0.1;0.07;-0.1;-0.1;Matches;2024-05-18
394;Ademir Santos;br BRA;FW,MF;Bahia;29-092;1995;2.0;0;2;1;50.0;1.01;0.51;0.00;0.00;21.2;0;0;0;0.3;0.3;0.15;-0.3;-0.3;Matches;2024-05-18
395;Allyson Aires dos Santos;br BRA;DF;Cuiabá;33-208;1990;1.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
396;Eduardo Santos;br BRA;DF;Red Bull Bragantino;26-172;1997;2.5;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
397;Juan Santos;br BRA;FW;São Paulo;22-073;2002;0.7;0;2;1;50.0;2.95;1.48;0.00;0.00;11.7;0;0;0;0.5;0.5;0.27;-0.5;-0.5;Matches;2024-05-18
398;Júnior Santos;br BRA;FW,MF;Botafogo (RJ);29-220;1994;4.8;1;10;5;50.0;2.09;1.04;0.10;0.20;14.8;0;0;0;1.7;1.7;0.17;-0.7;-0.7;Matches;2024-05-18
399;Renzo Saravia;ar ARG;DF;Atlético Mineiro;30-337;1993;5.0;0;2;0;0.0;0.40;0.00;0.00;;29.6;0;0;0;0.0;0.0;0.02;0.0;0.0;Matches;2024-05-18
400;Eduardo Sasha;br BRA;FW;Red Bull Bragantino;32-084;1992;4.2;2;10;6;60.0;2.41;1.44;0.20;0.33;15.1;0;0;0;0.7;0.7;0.07;+1.3;+1.3;Matches;2024-05-18
401;Lucas Sasha;br BRA;MF;Fortaleza;34-078;1990;1.1;0;1;0;0.0;0.90;0.00;0.00;;14.7;0;0;0;0.0;0.0;0.02;0.0;0.0;Matches;2024-05-18
402;Jefferson Savarino;ve VEN;MF,FW;Botafogo (RJ);27-189;1996;4.0;2;9;5;55.6;2.23;1.24;0.22;0.40;21.9;1;0;0;0.4;0.4;0.05;+1.6;+1.6;Matches;2024-05-18
403;Gustavo Scarpa;br BRA;MF,FW;Atlético Mineiro;30-134;1994;3.5;2;8;5;62.5;2.28;1.42;0.25;0.40;23.2;3;0;0;0.4;0.4;0.05;+1.6;+1.6;Matches;2024-05-18
404;Cleiton Schwengber;br BRA;GK;Red Bull Bragantino;26-273;1997;4.5;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
405;Juan Sforza;ar ARG;MF;Vasco da Gama;22-094;2002;4.6;0;4;1;25.0;0.87;0.22;0.00;0.00;25.7;1;0;0;0.2;0.1;0.03;-0.2;-0.1;Matches;2024-05-18
406;Shaylon;br BRA;MF,FW;Atl Goianiense;27-021;1997;4.8;0;5;1;20.0;1.04;0.21;0.00;0.00;25.5;0;0;1;1.0;0.2;0.04;-1.0;-0.2;Matches;2024-05-18
407;André Silva;br BRA;MF,FW;São Paulo;26-350;1997;3.1;1;9;1;11.1;2.87;0.32;0.11;1.00;18.2;0;0;0;0.4;0.4;0.04;+0.6;+0.6;Matches;2024-05-18
408;Luan Silva;br BRA;MF;Vitória;25-004;1999;1.5;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches;2024-05-18
409;Lucas Silva;br BRA;MF;Cruzeiro;31-092;1993;4.2;1;4;2;50.0;0.94;0.47;0.25;0.50;27.9;1;0;0;0.2;0.2;0.04;+0.8;+0.8;Matches;2024-05-18
410;Rafael Silva;br BRA;FW;Cruzeiro;32-044;1992;3.9;2;7;4;57.1;1.82;1.04;0.29;0.50;7.4;0;0;0;1.3;1.3;0.19;+0.7;+0.7;Matches;2024-05-18
411;Everton Soares;br BRA;FW;Flamengo;28-057;1996;1.6;0;6;3;50.0;3.75;1.87;0.00;0.00;24.2;0;0;0;0.2;0.2;0.03;-0.2;-0.2;Matches;2024-05-18
