Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,Curr_Date
285,Gary Medel,cl CHI,DF,Vasco da Gama,36-289,1987,1.2,82,9,45,36,1,0,82,0,0,,0,,47,223,98,0,0,0,1,0,65,1,Matches,2024-05-18
286,Felipe Melo,br BRA,DF,Fluminense,40-327,1983,2.3,142,22,93,46,3,2,142,1,0,0.0,1,100.0,71,285,119,0,1,0,2,1,90,0,Matches,2024-05-18
287,Douglas Mendes,br BRA,DF,Red Bull Bragantino,19-340,2004,3.0,120,28,58,56,6,2,120,0,0,,0,,51,301,163,2,1,0,1,0,64,0,Matches,2024-05-18
288,Nathan Mendes,br BRA,DF,Red Bull Bragantino,21-273,2002,3.0,175,10,44,92,41,4,175,2,1,50.0,0,0.0,79,340,209,3,3,0,4,1,80,4,Matches,2024-05-18
289,Gabriel Menino,br BRA,MF,Palmeiras,23-232,2000,3.1,214,5,32,136,47,2,214,3,2,66.7,1,33.3,114,544,308,4,4,0,7,1,144,9,Matches,2024-05-18
290,Gabriel Mercado,ar ARG,DF,Internacional,37-061,1987,2.5,143,10,52,82,9,2,143,0,0,,0,,86,366,194,0,2,0,2,0,92,0,Matches,2024-05-18
291,Higor Meritão,br BRA,MF,Criciúma,29-330,1994,2.8,165,8,52,102,11,2,165,3,1,33.3,2,66.7,87,389,173,2,3,0,5,3,110,2,Matches,2024-05-18
292,Carlos Miguel,br BRA,GK,Corinthians,25-222,1998,3.0,100,78,100,0,0,0,100,0,0,,0,,53,215,151,0,0,0,0,0,44,0,Matches,2024-05-18
293,Lucas Mineiro,br BRA,MF,Cuiabá,28-084,1996,1.1,48,4,10,35,3,0,48,1,1,100.0,0,0.0,20,150,61,1,0,0,4,2,32,3,Matches,2024-05-18
294,Moises,br BRA,FW,Fortaleza,27-259,1996,1.5,77,6,16,26,36,8,77,9,6,66.7,2,22.2,39,286,154,8,2,6,3,2,48,8,Matches,2024-05-18
295,Jacob Montes,ni NCA,"FW,MF",Botafogo (RJ),25-211,1998,0.2,9,0,2,3,4,2,9,1,1,100.0,0,0.0,2,22,0,0,0,0,1,0,7,1,Matches,2024-05-18
296,Aníbal Moreno,ar ARG,MF,Palmeiras,25-005,1999,3.9,222,8,50,154,20,2,222,5,3,60.0,2,40.0,121,556,221,2,2,0,6,1,135,0,Matches,2024-05-18
297,Henry Mosquera,co COL,"FW,MF",Red Bull Bragantino,22-185,2001,4.3,138,3,22,44,76,18,138,31,15,48.4,14,45.2,90,923,526,18,12,7,14,10,83,27,Matches,2024-05-18
298,Gustavo Mosquito,br BRA,FW,Corinthians,26-254,1997,1.8,66,0,7,29,32,5,66,7,3,42.9,4,57.1,39,285,147,6,3,2,3,3,48,14,Matches,2024-05-18
299,Jean Mota,br BRA,MF,Vitória,30-216,1993,0.9,77,0,7,54,17,2,77,0,0,,0,,50,191,104,0,2,0,0,2,63,6,Matches,2024-05-18
300,Hugo Moura,br BRA,MF,Vasco da Gama,26-136,1998,1.4,97,4,26,60,14,0,97,3,3,100.0,0,0.0,56,262,97,2,5,0,0,1,66,3,Matches,2024-05-18
301,Léo Naldi,br BRA,MF,Vitória,22-274,2001,0.8,53,2,8,36,9,1,53,0,0,,0,,35,132,38,0,0,0,0,1,40,4,Matches,2024-05-18
302,Matheus Nascimento,br BRA,FW,Botafogo (RJ),20-076,2004,0.3,6,0,0,2,4,1,6,0,0,,0,,4,24,22,1,1,0,2,0,5,1,Matches,2024-05-18
303,Nata,br BRA,"MF,DF",Grêmio,22-348,2001,0.1,9,1,5,4,0,0,9,0,0,,0,,3,6,1,0,0,0,0,0,7,0,Matches,2024-05-18
304,Kaiky Naves,br BRA,FW,Palmeiras,22-010,2002,0.0,4,2,3,1,0,0,4,0,0,,0,,1,5,5,0,0,0,0,0,2,0,Matches,2024-05-18
305,Nenê,br BRA,"MF,FW",Juventude,42-304,1981,3.0,144,0,12,72,62,9,144,6,2,33.3,3,50.0,57,285,130,4,3,0,7,2,92,19,Matches,2024-05-18
306,Neris,br BRA,DF,Cruzeiro,31-336,1992,2.6,137,17,62,70,5,4,137,3,3,100.0,0,0.0,74,377,227,0,0,0,1,0,92,1,Matches,2024-05-18
307,Rodrigo Nestor,br BRA,"MF,FW",São Paulo,23-283,2000,1.8,133,0,11,59,63,4,133,8,3,37.5,4,50.0,80,396,229,6,4,2,1,0,97,11,Matches,2024-05-18
308,José Vitor Silva Neves,br BRA,"FW,MF",Ath Paranaense,24-016,2000,1.0,72,1,8,41,26,0,72,6,3,50.0,3,50.0,41,168,89,0,2,0,6,3,52,4,Matches,2024-05-18
309,Newton,br BRA,MF,Criciúma,24-067,2000,0.2,11,2,5,5,2,0,11,1,1,100.0,0,0.0,5,14,6,0,0,0,1,0,7,0,Matches,2024-05-18
310,Nikão,br BRA,"FW,MF",Ath Paranaense,31-294,1992,1.3,75,2,10,34,32,5,75,0,0,,0,,46,233,77,2,3,0,4,3,55,5,Matches,2024-05-18
311,Gustavo Nunes,br BRA,FW,Grêmio,18-180,2005,2.3,133,0,12,47,76,4,133,14,4,28.6,9,64.3,69,477,284,12,5,1,9,4,93,21,Matches,2024-05-18
312,Cauly Oliveira Souza,br BRA,"MF,FW",Bahia,28-246,1995,5.1,271,2,10,137,129,15,271,14,6,42.9,7,50.0,168,834,360,11,7,3,13,3,221,35,Matches,2024-05-18
313,Leo Ortiz,br BRA,DF,Flamengo,28-136,1996,1.0,63,7,27,35,1,0,63,0,0,,0,,35,192,140,0,1,0,0,0,36,0,Matches,2024-05-18
314,Osvaldo,br BRA,"MF,FW",Vitória,37-037,1987,2.7,79,1,12,41,26,7,79,4,3,75.0,1,25.0,52,297,136,6,2,3,3,8,63,18,Matches,2024-05-18
315,Otávio,br BRA,MF,Atlético Mineiro,30-014,1994,5.0,376,16,98,236,43,4,376,5,5,100.0,0,0.0,225,1124,459,7,6,1,4,3,271,6,Matches,2024-05-18
316,Pablo,br BRA,"FW,MF",Ath Paranaense,31-330,1992,4.2,166,3,8,90,68,10,166,2,0,0.0,2,100.0,86,343,148,5,3,1,8,2,121,16,Matches,2024-05-18
317,Pablo,br BRA,DF,Botafogo (RJ),32-332,1991,0.3,23,4,7,16,0,0,23,1,1,100.0,0,0.0,5,28,17,0,0,0,1,0,16,0,Matches,2024-05-18
318,Bruno Pacheco,br BRA,DF,Fortaleza,32-162,1991,3.4,154,12,58,63,37,6,154,7,4,57.1,2,28.6,62,305,136,4,5,0,3,3,77,2,Matches,2024-05-18
319,Patryck,br BRA,DF,São Paulo,21-121,2003,1.0,57,4,23,28,8,0,57,2,1,50.0,1,50.0,31,199,80,1,0,0,0,1,32,2,Matches,2024-05-18
320,Patrick de Paula,br BRA,MF,Botafogo (RJ),24-253,1999,0.1,6,0,0,5,2,0,6,0,0,,0,,1,15,15,1,1,0,1,0,2,0,Matches,2024-05-18
321,Paulinho,br BRA,FW,Atlético Mineiro,23-308,2000,4.5,193,0,12,85,101,19,192,15,8,53.3,7,46.7,132,791,422,14,12,6,6,9,163,40,Matches,2024-05-18
322,Paulinho,br BRA,MF,Corinthians,35-298,1988,1.3,82,4,23,40,20,11,82,0,0,,0,,32,186,75,4,2,1,4,2,48,1,Matches,2024-05-18
323,Cristian Pavón,ar ARG,FW,Grêmio,28-118,1996,1.2,65,1,6,32,28,5,65,3,2,66.7,1,33.3,44,269,138,4,4,2,2,2,52,8,Matches,2024-05-18
324,Dimitri Payet,fr FRA,MF,Vasco da Gama,37-050,1987,1.2,97,0,6,56,36,4,97,3,1,33.3,2,66.7,40,230,91,2,1,0,1,4,77,10,Matches,2024-05-18
325,Pedrão,br BRA,DF,Atl Goianiense,31-152,1992,1.2,60,10,32,23,5,3,60,0,0,,0,,33,128,42,0,0,0,1,0,37,0,Matches,2024-05-18
326,Pedrinho,br BRA,MF,Atlético Mineiro,26-035,1998,0.3,22,0,1,14,7,0,22,2,2,100.0,0,0.0,14,107,28,1,2,0,1,1,17,4,Matches,2024-05-18
327,Pedro,br BRA,FW,Flamengo,26-333,1997,5.0,138,8,17,58,64,25,137,15,6,40.0,8,53.3,72,284,125,7,4,5,7,5,98,23,Matches,2024-05-18
328,João Pedro,br BRA,FW,Cruzeiro,21-106,2003,0.1,8,1,3,4,1,0,8,0,0,,0,,4,16,0,0,0,0,3,0,5,0,Matches,2024-05-18
329,João Pedro,br BRA,MF,Vasco da Gama,19-029,2005,0.2,16,0,4,10,3,0,16,0,0,,0,,8,32,17,1,0,0,1,0,9,0,Matches,2024-05-18
330,João Pedro,it ITA,FW,Grêmio,32-070,1992,2.3,50,1,3,23,24,6,50,1,0,0.0,1,100.0,27,135,30,0,2,0,6,5,41,12,Matches,2024-05-18
331,João Pedro,br BRA,DF,Grêmio,27-185,1996,3.0,184,9,33,101,51,4,184,9,6,66.7,2,22.2,89,566,287,5,5,2,4,2,123,15,Matches,2024-05-18
332,Léo Pelé,br BRA,DF,Vasco da Gama,28-073,1996,6.0,391,56,186,186,19,2,391,0,0,,0,,232,1662,1019,11,6,0,2,2,289,1,Matches,2024-05-18
333,Carlos de Pena,uy URU,"MF,FW",Bahia,32-068,1992,0.8,71,0,12,38,22,0,71,0,0,,0,,32,183,101,2,1,0,1,0,42,1,Matches,2024-05-18
334,Léo Pereira,br BRA,DF,Flamengo,28-108,1996,5.8,383,39,161,209,15,7,383,2,1,50.0,0,0.0,212,1168,710,5,4,0,0,1,251,4,Matches,2024-05-18
335,Matheus Pereira,pt POR,FW,Cruzeiro,28-013,1996,4.9,277,2,7,142,129,12,277,11,6,54.5,3,27.3,184,991,487,13,11,2,10,5,216,22,Matches,2024-05-18
336,Yago Pikachu,br BRA,"DF,FW",Fortaleza,31-348,1992,2.6,90,1,12,42,37,13,90,2,1,50.0,1,50.0,52,332,226,8,3,3,3,4,61,13,Matches,2024-05-18
337,Joaquín Piquerez,uy URU,DF,Palmeiras,25-268,1998,4.8,325,12,77,165,87,2,325,9,3,33.3,5,55.6,177,938,479,12,6,0,7,0,194,15,Matches,2024-05-18
338,Rafael Pires,br BRA,GK,São Paulo,34-330,1989,6.0,155,138,154,1,0,0,155,0,0,,0,,81,286,135,0,0,0,0,0,83,0,Matches,2024-05-18
339,Lucas Piton,br BRA,DF,Vasco da Gama,23-222,2000,6.0,424,14,137,148,143,7,424,11,8,72.7,2,18.2,218,1144,512,17,9,1,10,1,250,42,Matches,2024-05-18
340,Isidro Pitta,py PAR,FW,Cuiabá,24-278,1999,2.3,65,4,7,31,28,11,65,2,1,50.0,1,50.0,30,184,78,3,2,1,3,3,45,7,Matches,2024-05-18
341,Tomas Pochettino,ar ARG,MF,Fortaleza,28-107,1996,3.6,157,4,27,74,59,2,157,7,3,42.9,4,57.1,84,531,242,9,6,2,6,4,89,17,Matches,2024-05-18
342,Mateo Ponte,uy URU,DF,Botafogo (RJ),20-360,2003,3.3,161,9,45,88,31,3,161,7,3,42.9,3,42.9,77,342,194,8,2,0,2,4,88,18,Matches,2024-05-18
343,Werik Popó,br BRA,FW,Juventude,22-214,2001,0.2,10,1,1,3,6,2,10,1,0,0.0,1,100.0,4,22,14,0,0,0,1,0,6,4,Matches,2024-05-18
344,Gustavo Prado,br BRA,"FW,MF",Internacional,18-347,2005,1.2,70,2,9,26,38,2,70,7,4,57.1,2,28.6,45,268,139,2,5,0,5,4,47,11,Matches,2024-05-18
345,Bruno Praxedes,br BRA,MF,Vasco da Gama,22-100,2002,0.3,19,0,2,8,11,2,19,3,2,66.7,1,33.3,8,81,54,2,1,0,0,0,10,1,Matches,2024-05-18
346,Erick Pulgar,cl CHI,MF,Flamengo,30-124,1994,3.5,190,5,34,133,23,3,190,0,0,,0,,84,372,128,0,1,0,5,2,122,1,Matches,2024-05-18
347,Du Queiroz,br BRA,MF,Grêmio,24-120,2000,2.5,184,3,20,128,37,2,184,3,2,66.7,1,33.3,100,480,248,5,4,0,1,1,144,9,Matches,2024-05-18
348,Igor Rabello,br BRA,DF,Atlético Mineiro,29-020,1995,2.1,156,19,74,76,6,1,156,0,0,,0,,80,403,237,0,2,0,0,0,103,0,Matches,2024-05-18
349,Zé Rafael,br BRA,MF,Palmeiras,30-337,1993,1.0,54,1,7,41,8,0,54,1,1,100.0,0,0.0,25,160,115,1,3,0,1,0,32,2,Matches,2024-05-18
350,Railan,br BRA,DF,Cuiabá,24-069,2000,1.0,40,2,8,26,7,0,40,2,0,0.0,1,50.0,14,54,28,1,2,0,1,1,26,1,Matches,2024-05-18
351,Eric Ramires,br BRA,"MF,FW",Red Bull Bragantino,23-282,2000,3.5,141,5,29,68,45,6,141,8,5,62.5,3,37.5,69,320,165,4,3,1,6,3,74,7,Matches,2024-05-18
352,Ramon,br BRA,DF,Cuiabá,23-066,2001,0.8,32,1,10,9,13,0,32,0,0,,0,,18,70,38,1,1,0,0,0,20,3,Matches,2024-05-18
353,Raniele,br BRA,"MF,DF",Corinthians,27-139,1996,4.4,214,4,68,126,23,4,214,4,2,50.0,2,50.0,108,572,265,5,3,0,3,0,141,5,Matches,2024-05-18
354,Rafael Ratão,br BRA,FW,Bahia,28-170,1995,0.4,28,1,4,10,14,4,28,2,2,100.0,0,0.0,15,40,24,1,0,1,3,1,21,7,Matches,2024-05-18
355,Raul,br BRA,MF,Red Bull Bragantino,27-312,1996,1.4,56,7,19,32,5,0,56,1,1,100.0,0,0.0,33,175,90,1,3,0,1,0,31,0,Matches,2024-05-18
356,Pedro Raul,br BRA,FW,Corinthians,27-195,1996,1.7,51,1,3,28,20,10,51,2,1,50.0,1,50.0,22,91,34,2,2,1,6,2,33,12,Matches,2024-05-18
357,Robert Renan,br BRA,DF,Internacional,20-220,2003,1.1,83,9,49,31,4,1,83,1,1,100.0,0,0.0,53,368,238,1,1,0,1,1,58,0,Matches,2024-05-18
358,Renê,br BRA,DF,Internacional,31-247,1992,4.0,333,8,78,193,67,2,333,1,0,0.0,0,0.0,190,1225,714,15,13,0,4,3,208,2,Matches,2024-05-18
359,Rezende,br BRA,"MF,DF",Bahia,29-137,1995,2.2,112,7,49,59,6,3,112,1,1,100.0,0,0.0,49,271,124,1,1,0,3,5,69,1,Matches,2024-05-18
360,Rhaldney,br BRA,MF,Atl Goianiense,25-180,1998,2.7,124,11,39,79,7,0,124,2,2,100.0,0,0.0,77,361,130,0,0,0,6,0,78,2,Matches,2024-05-18
361,Everton Ribeiro,br BRA,"MF,FW",Bahia,35-038,1989,4.6,308,3,41,150,121,5,308,11,2,18.2,9,81.8,200,908,416,9,15,1,11,11,244,23,Matches,2024-05-18
362,Wesley Ribeiro,br BRA,FW,Corinthians,19-074,2005,4.7,171,0,10,82,86,15,171,35,18,51.4,15,42.9,118,1129,601,21,16,6,11,9,129,36,Matches,2024-05-18
363,João Ricardo Riedi,br BRA,GK,Fortaleza,35-255,1988,5.0,144,125,144,0,0,0,144,0,0,,0,,74,503,368,0,0,0,0,0,40,0,Matches,2024-05-18
364,Rikelme,br BRA,DF,Cuiabá,20-307,2003,3.3,145,10,58,63,24,1,145,5,0,0.0,4,80.0,46,199,70,1,0,0,2,2,61,6,Matches,2024-05-18
365,Rildo,br BRA,"MF,FW",Juventude,24-118,2000,0.4,19,0,4,6,9,3,19,0,0,,0,,6,36,25,1,1,0,3,2,13,2,Matches,2024-05-18
366,Richard Ríos,co COL,MF,Palmeiras,23-351,2000,3.9,168,2,28,101,42,3,168,8,2,25.0,5,62.5,93,462,211,4,3,0,14,6,98,14,Matches,2024-05-18
367,Robert,br BRA,DF,Cruzeiro,19-035,2005,0.1,6,0,0,1,5,2,6,0,0,,0,,3,11,6,0,0,0,0,0,3,1,Matches,2024-05-18
368,Kaique Rocha,br BRA,DF,Ath Paranaense,23-080,2001,6.0,334,57,170,149,18,7,334,3,3,100.0,0,0.0,190,955,583,1,4,0,1,1,200,2,Matches,2024-05-18
369,Marcos Rocha,br BRA,DF,Palmeiras,35-159,1988,2.2,177,11,59,88,32,0,177,2,1,50.0,1,50.0,90,492,309,4,6,0,2,2,98,8,Matches,2024-05-18
370,Sergio Rochet,uy URU,GK,Internacional,31-056,1993,4.0,119,100,119,0,0,0,119,0,0,,0,,56,280,179,0,0,0,0,0,44,0,Matches,2024-05-18
371,Rodrigo,br BRA,MF,São Paulo,20-063,2004,0.6,39,2,7,15,17,4,39,1,0,0.0,1,100.0,19,146,106,5,2,1,2,1,22,4,Matches,2024-05-18
372,Emiliano Rodríguez,uy URU,FW,Atl Goianiense,20-307,2003,3.1,96,2,7,58,32,8,96,8,2,25.0,5,62.5,49,238,92,3,2,1,11,4,57,13,Matches,2024-05-18
373,James Rodríguez,co COL,MF,São Paulo,32-311,1991,0.4,48,0,5,31,13,0,48,1,0,0.0,1,100.0,29,121,54,0,1,0,1,0,36,3,Matches,2024-05-18
374,Robert Rojas,py PAR,DF,Vasco da Gama,28-018,1996,0.0,11,0,7,4,0,0,11,0,0,,0,,6,25,15,0,0,0,0,0,6,0,Matches,2024-05-18
375,Guilherme Romão,br BRA,DF,Atl Goianiense,26-224,1997,5.0,292,25,87,144,65,9,292,12,5,41.7,7,58.3,123,638,368,9,4,1,4,1,144,18,Matches,2024-05-18
376,Ángel Romero,py PAR,FW,Corinthians,31-319,1992,4.5,162,5,8,82,73,8,162,12,5,41.7,7,58.3,98,452,195,5,3,0,11,5,123,32,Matches,2024-05-18
377,Lucas Romero,ar ARG,MF,Cruzeiro,30-030,1994,3.9,285,5,53,178,56,0,285,8,6,75.0,2,25.0,166,615,263,1,7,0,6,8,198,3,Matches,2024-05-18
378,Óscar Romero,py PAR,"FW,MF",Botafogo (RJ),31-319,1992,1.5,90,2,12,53,26,3,90,3,2,66.7,1,33.3,54,213,84,1,2,0,3,3,56,11,Matches,2024-05-18
379,Rômulo,br BRA,DF,Atlético Mineiro,20-108,2004,0.5,30,2,16,9,6,2,30,1,1,100.0,0,0.0,16,78,43,0,2,0,2,0,18,2,Matches,2024-05-18
380,Romulo,br BRA,MF,Internacional,24-078,2000,0.9,44,6,21,23,0,0,44,1,0,0.0,1,100.0,15,36,14,0,0,0,1,0,17,0,Matches,2024-05-18
381,Romulo,br BRA,MF,Palmeiras,22-224,2001,0.6,45,1,6,11,28,2,45,0,0,,0,,25,88,49,1,3,1,3,0,26,12,Matches,2024-05-18
382,Ronald,br BRA,MF,Grêmio,21-097,2003,0.1,2,0,1,1,0,0,2,0,0,,0,,1,0,0,0,0,0,0,0,1,0,Matches,2024-05-18
383,Ronaldo,br BRA,GK,Atl Goianiense,27-270,1996,5.0,152,133,151,1,0,0,152,0,0,,0,,76,445,327,0,0,0,0,0,49,0,Matches,2024-05-18
384,Budiga Roni,br BRA,MF,Atl Goianiense,25-033,1999,1.5,73,10,34,32,7,0,73,1,1,100.0,0,0.0,28,76,25,0,0,0,1,1,36,1,Matches,2024-05-18
385,Rony,br BRA,FW,Palmeiras,29-007,1995,3.5,68,3,6,26,36,12,68,2,1,50.0,1,50.0,42,249,64,2,1,1,4,3,48,14,Matches,2024-05-18
386,Matheus Rossetto,br BRA,MF,Fortaleza,27-350,1996,1.0,60,2,10,48,3,0,60,1,0,0.0,1,100.0,29,132,62,3,0,0,0,0,40,0,Matches,2024-05-18
387,Rossi,br BRA,FW,Vasco da Gama,31-026,1993,2.4,103,2,13,49,43,4,103,4,0,0.0,3,75.0,57,267,132,5,3,0,7,2,69,23,Matches,2024-05-18
388,Agustín Rossi,ar ARG,GK,Flamengo,28-271,1995,6.0,252,199,252,0,0,0,252,0,0,,0,,168,792,460,0,0,0,0,0,144,0,Matches,2024-05-18
389,Ruan,br BRA,"MF,FW",Juventude,19-015,2005,0.5,19,1,2,9,8,2,19,7,2,28.6,4,57.1,10,82,0,0,1,1,3,0,14,4,Matches,2024-05-18
390,Rubens,br BRA,DF,Atlético Mineiro,22-332,2001,0.1,11,2,3,4,4,0,11,0,0,,0,,5,27,4,0,0,0,0,0,8,2,Matches,2024-05-18
391,Alan Ruschel,br BRA,DF,Juventude,34-269,1989,1.0,70,0,24,31,16,1,70,4,3,75.0,1,25.0,39,229,129,4,1,0,2,2,44,6,Matches,2024-05-18
392,Rodrigo Sam,br BRA,DF,Juventude,28-299,1995,1.7,103,18,62,35,6,2,103,2,2,100.0,0,0.0,43,238,122,0,1,0,4,0,65,0,Matches,2024-05-18
393,Alex Santana,br BRA,"MF,FW",Ath Paranaense,29-005,1995,1.1,56,0,4,29,23,2,56,2,1,50.0,1,50.0,35,205,98,1,4,1,0,0,38,0,Matches,2024-05-18
394,Ademir Santos,br BRA,"FW,MF",Bahia,29-092,1995,2.0,84,2,8,30,47,7,84,9,3,33.3,5,55.6,56,451,233,11,4,2,5,1,61,16,Matches,2024-05-18
395,Allyson Aires dos Santos,br BRA,DF,Cuiabá,33-208,1990,1.0,48,8,24,24,0,0,48,0,0,,0,,20,98,22,0,0,0,0,0,31,0,Matches,2024-05-18
396,Eduardo Santos,br BRA,DF,Red Bull Bragantino,26-172,1997,2.5,145,14,47,91,9,2,145,2,1,50.0,1,50.0,86,460,283,3,1,0,2,2,90,5,Matches,2024-05-18
397,Juan Santos,br BRA,FW,São Paulo,22-073,2002,0.7,16,1,1,6,10,7,16,1,1,100.0,0,0.0,8,46,21,1,1,0,3,0,6,2,Matches,2024-05-18
398,Júnior Santos,br BRA,"FW,MF",Botafogo (RJ),29-220,1994,4.8,163,3,16,60,90,25,163,13,10,76.9,3,23.1,90,707,351,13,8,7,14,5,118,39,Matches,2024-05-18
399,Renzo Saravia,ar ARG,DF,Atlético Mineiro,30-337,1993,5.0,404,15,121,225,61,0,404,5,0,0.0,5,100.0,234,1014,525,12,9,0,7,2,274,7,Matches,2024-05-18
400,Eduardo Sasha,br BRA,FW,Red Bull Bragantino,32-084,1992,4.2,136,4,7,68,62,16,136,6,3,50.0,3,50.0,64,249,68,3,1,0,9,4,93,15,Matches,2024-05-18
401,Lucas Sasha,br BRA,MF,Fortaleza,34-078,1990,1.1,62,4,16,34,13,3,62,0,0,,0,,26,109,33,0,1,0,4,0,26,7,Matches,2024-05-18
402,Jefferson Savarino,ve VEN,"MF,FW",Botafogo (RJ),27-189,1996,4.0,190,4,21,81,89,11,190,4,1,25.0,2,50.0,115,546,278,8,7,1,11,7,142,27,Matches,2024-05-18
403,Gustavo Scarpa,br BRA,"MF,FW",Atlético Mineiro,30-134,1994,3.5,281,6,45,97,141,8,281,2,1,50.0,0,0.0,179,940,474,13,8,4,2,1,209,33,Matches,2024-05-18
404,Cleiton Schwengber,br BRA,GK,Red Bull Bragantino,26-273,1997,4.5,173,117,168,5,0,0,173,0,0,,0,,86,463,295,0,0,0,0,0,68,0,Matches,2024-05-18
405,Juan Sforza,ar ARG,MF,Vasco da Gama,22-094,2002,4.6,339,13,89,228,25,3,339,5,4,80.0,1,20.0,195,917,443,3,2,0,3,0,258,2,Matches,2024-05-18
406,Shaylon,br BRA,"MF,FW",Atl Goianiense,27-021,1997,4.8,230,2,41,108,81,6,229,5,1,20.0,4,80.0,119,475,169,7,7,2,5,3,136,15,Matches,2024-05-18
407,André Silva,br BRA,"MF,FW",São Paulo,26-350,1997,3.1,118,2,14,53,52,10,118,5,3,60.0,2,40.0,66,317,159,4,4,0,11,9,92,18,Matches,2024-05-18
408,Luan Silva,br BRA,MF,Vitória,25-004,1999,1.5,66,2,18,48,1,0,66,0,0,,0,,37,111,41,0,0,0,1,0,38,0,Matches,2024-05-18
409,Lucas Silva,br BRA,MF,Cruzeiro,31-092,1993,4.2,226,10,31,136,63,3,226,3,2,66.7,1,33.3,123,642,347,4,7,0,3,3,148,7,Matches,2024-05-18
410,Rafael Silva,br BRA,FW,Cruzeiro,32-044,1992,3.9,100,1,5,43,53,10,100,5,4,80.0,1,20.0,61,237,81,3,4,1,5,8,79,19,Matches,2024-05-18
411,Everton Soares,br BRA,FW,Flamengo,28-057,1996,1.6,55,1,4,19,34,6,55,10,4,40.0,5,50.0,36,370,179,7,5,3,3,3,41,10,Matches,2024-05-18
412,Tiquinho Soares,br BRA,FW,Botafogo (RJ),33-122,1991,2.2,76,3,6,41,29,11,75,2,2,100.0,0,0.0,38,103,20,0,0,0,7,9,60,9,Matches,2024-05-18
413,Fernando Sobral,br BRA,MF,Cuiabá,29-153,1994,3.2,187,3,39,112,37,3,187,2,0,0.0,2,100.0,98,499,233,1,3,0,7,2,122,12,Matches,2024-05-18
414,Yeferson Soteldo,ve VEN,FW,Grêmio,26-323,1997,3.0,152,1,16,74,65,10,152,11,4,36.4,7,63.6,101,704,317,12,5,5,13,3,128,18,Matches,2024-05-18
415,Igor Vinícius de Souza,br BRA,DF,São Paulo,27-047,1997,5.4,390,6,79,173,144,10,390,14,10,71.4,2,14.3,217,1147,517,16,13,1,8,4,262,57,Matches,2024-05-18
416,Everaldo Stum,br BRA,FW,Bahia,32-318,1991,2.8,101,5,11,37,54,15,100,7,4,57.1,3,42.9,63,376,117,3,6,0,5,4,84,20,Matches,2024-05-18
417,Damián Suárez,uy URU,DF,Botafogo (RJ),36-021,1988,2.6,145,8,43,61,42,0,145,0,0,,0,,77,219,142,2,4,0,3,1,92,13,Matches,2024-05-18
418,Talisson,br BRA,FW,Red Bull Bragantino,21-363,2002,0.2,5,0,0,0,5,0,5,0,0,,0,,4,12,1,0,1,0,0,0,5,0,Matches,2024-05-18
419,Tchê Tchê,br BRA,MF,Botafogo (RJ),31-262,1992,3.1,162,4,30,105,31,2,162,1,1,100.0,0,0.0,110,610,269,8,3,0,6,3,124,4,Matches,2024-05-18
420,David Terans,uy URU,"MF,FW",Fluminense,29-281,1994,0.6,24,1,3,10,11,1,24,2,1,50.0,1,50.0,12,87,47,1,2,1,1,0,17,1,Matches,2024-05-18
421,Thaciano,br BRA,FW,Bahia,29-006,1995,5.2,155,5,24,63,70,25,155,4,2,50.0,2,50.0,82,314,128,5,2,1,6,5,101,24,Matches,2024-05-18
422,Thiaguinho,br BRA,MF,Juventude,27-037,1997,0.5,32,1,6,21,5,0,32,2,1,50.0,1,50.0,14,76,21,1,0,0,0,0,23,0,Matches,2024-05-18
423,Guilherme Tinga,br BRA,DF,Fortaleza,30-260,1993,4.1,223,15,68,116,46,3,223,4,1,25.0,3,75.0,88,538,327,6,3,0,2,2,98,14,Matches,2024-05-18
424,Titi,br BRA,DF,Fortaleza,36-067,1988,5.0,183,29,103,80,4,3,183,1,0,0.0,0,0.0,92,518,304,1,1,0,6,1,101,0,Matches,2024-05-18
425,Félix Torres Caicedo,ec ECU,DF,Corinthians,27-128,1997,6.0,428,51,213,198,20,11,428,3,1,33.3,2,66.7,222,926,453,1,2,0,2,1,269,0,Matches,2024-05-18
426,Miguel Trauco,pe PER,"DF,MF",Criciúma,31-267,1992,1.1,69,5,31,27,11,0,69,1,0,0.0,1,100.0,32,100,38,2,0,0,0,0,36,0,Matches,2024-05-18
427,Bruno Tubarão,br BRA,DF,Atl Goianiense,29-074,1995,4.0,209,10,65,101,46,0,209,8,3,37.5,5,62.5,116,816,424,10,8,0,1,3,116,7,Matches,2024-05-18
428,Bruno Uvini,br BRA,DF,Vitória,32-350,1991,3.0,132,19,80,53,1,1,132,0,0,,0,,76,314,98,0,0,0,0,0,87,0,Matches,2024-05-18
429,Vanderlan,br BRA,DF,Palmeiras,21-254,2002,1.2,39,3,9,21,9,2,39,0,0,,0,,19,67,34,0,0,0,2,1,15,5,Matches,2024-05-18
430,Guillermo Varela,uy URU,DF,Flamengo,31-055,1993,3.7,231,5,73,105,54,5,231,4,0,0.0,1,25.0,113,483,252,3,7,1,2,1,146,14,Matches,2024-05-18
