Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_2,Matches,Curr_Date
528,Guilherme Tinga,br BRA,DF,Fortaleza,30-260,1993,5,368,74,81.8,4.1,4,90,4,1,8,0,1.40,3,4,-1,-0.24,-2.44,4.0,3.8,+0.2,+0.05,+0.17,Matches,18-05-2024
529,Titi,br BRA,DF,Fortaleza,36-067,1988,5,450,90,100.0,5.0,5,90,5,0,,0,1.40,5,4,+1,+0.20,,4.4,4.2,+0.1,+0.02,,Matches,18-05-2024
530,Félix Torres Caicedo,ec ECU,DF,Corinthians,27-128,1997,6,540,90,100.0,6.0,6,90,6,0,,0,0.83,3,5,-2,-0.33,,7.3,5.5,+1.8,+0.30,,Matches,18-05-2024
531,Miguel Trauco,pe PER,"DF,MF",Criciúma,31-267,1992,2,95,48,35.2,1.1,1,90,1,1,5,1,1.00,1,1,0,0.00,-2.06,0.4,1.0,-0.6,-0.61,-0.42,Matches,18-05-2024
532,Bruno Tubarão,br BRA,DF,Atl Goianiense,29-074,1995,4,360,90,80.0,4.0,4,90,4,0,,0,0.25,1,6,-5,-1.25,-0.25,2.9,4.7,-1.8,-0.45,-0.85,Matches,18-05-2024
533,Bruno Uvini,br BRA,DF,Vitória,32-350,1991,3,270,90,60.0,3.0,3,90,3,0,,2,0.33,4,8,-4,-1.33,-0.33,2.2,6.6,-4.4,-1.47,-1.75,Matches,18-05-2024
534,Vanderlan,br BRA,DF,Palmeiras,21-254,2002,2,108,54,20.0,1.2,1,90,1,1,18,4,2.00,1,0,+1,+0.83,+1.04,0.8,1.4,-0.7,-0.56,-1.15,Matches,18-05-2024
535,Guillermo Varela,uy URU,DF,Flamengo,31-055,1993,4,335,84,62.0,3.7,4,84,3,0,,1,1.75,4,2,+2,+0.54,+0.54,3.9,2.9,+1.0,+0.27,+0.22,Matches,18-05-2024
536,Eduardo Vargas,cl CHI,FW,Atlético Mineiro,34-180,1989,5,134,27,29.8,1.5,1,90,1,4,11,0,1.80,5,1,+4,+2.69,+2.12,3.4,0.9,+2.6,+1.71,+1.83,Matches,18-05-2024
537,Pablo Vegetti,ar ARG,FW,Vasco da Gama,35-216,1988,6,522,87,96.7,5.8,6,87,5,0,,0,1.00,6,11,-5,-0.86,-0.86,7.8,8.7,-0.9,-0.16,-0.43,Matches,18-05-2024
538,Raphael Veiga,br BRA,MF,Palmeiras,28-334,1995,5,400,80,74.1,4.4,5,80,2,0,,0,1.00,1,3,-2,-0.45,-1.74,4.1,4.4,-0.3,-0.06,-1.65,Matches,18-05-2024
539,Fausto Vera,ar ARG,MF,Corinthians,24-053,2000,4,190,48,35.2,2.1,2,77,0,2,19,1,0.50,0,1,-1,-0.47,-0.22,1.7,1.1,+0.6,+0.28,-0.02,Matches,18-05-2024
540,Gabriel Veron,br BRA,"FW,MF",Cruzeiro,21-258,2002,4,79,20,17.6,0.9,0,,0,4,20,1,1.75,3,1,+2,+2.28,+2.52,1.6,0.7,+0.9,+1.03,+1.37,Matches,18-05-2024
541,João Victor,br BRA,DF,Vasco da Gama,25-306,1998,4,219,55,40.6,2.4,2,62,0,2,48,2,1.50,2,3,-1,-0.41,+0.71,2.7,4.1,-1.4,-0.57,-0.72,Matches,18-05-2024
542,Marcos Victor,br BRA,DF,Bahia,22-144,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
543,Felipe Vieira,,DF,Fluminense,,,4,132,33,24.4,1.5,0,,0,4,33,2,0.50,1,4,-3,-2.05,-1.82,1.5,1.7,-0.2,-0.14,+0.29,Matches,18-05-2024
544,Viery,br BRA,DF,Grêmio,19-137,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
545,Lucas Villalba,ar ARG,DF,Cruzeiro,29-273,1994,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches,18-05-2024
546,Mathías Villasanti,py PAR,MF,Grêmio,27-115,1997,4,360,90,100.0,4.0,4,90,4,0,,0,1.50,4,3,+1,+0.25,,3.1,3.5,-0.5,-0.11,,Matches,18-05-2024
547,Matías Viña,uy URU,DF,Flamengo,26-191,1997,3,98,33,18.1,1.1,1,75,0,2,12,2,1.33,2,2,0,0.00,-0.41,1.1,1.8,-0.7,-0.63,-0.99,Matches,18-05-2024
548,Alix Vinicius,br BRA,DF,Atl Goianiense,24-194,1999,4,314,79,69.8,3.5,4,79,3,0,,0,0.25,1,5,-4,-1.15,+0.18,2.7,4.2,-1.5,-0.43,-0.53,Matches,18-05-2024
549,Caio Vinícius,br BRA,MF,Vitória,25-128,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches,18-05-2024
550,Mateus Vital,br BRA,MF,Cruzeiro,26-096,1998,4,68,17,15.1,0.8,0,,0,4,17,0,1.75,3,1,+2,+2.65,+2.88,1.1,0.5,+0.6,+0.80,+1.06,Matches,18-05-2024
551,Vitão,br BRA,DF,Internacional,24-106,2000,4,360,90,100.0,4.0,4,90,4,0,,0,1.75,4,3,+1,+0.25,,6.5,3.3,+3.2,+0.80,,Matches,18-05-2024
552,Vitinho,br BRA,"FW,MF",Red Bull Bragantino,25-047,1999,6,359,60,66.5,4.0,4,71,1,2,37,0,1.50,6,5,+1,+0.25,+0.25,2.6,6.4,-3.8,-0.95,-0.75,Matches,18-05-2024
553,João Vitor,br BRA,DF,Juventude,21-298,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches,18-05-2024
554,Rayan Vitor,br BRA,"FW,MF",Vasco da Gama,17-289,2006,4,172,43,31.9,1.9,1,55,0,3,39,2,0.75,2,6,-4,-2.09,-1.85,4.2,2.7,+1.5,+0.77,+1.34,Matches,18-05-2024
555,Felipe Vizeu,br BRA,FW,Criciúma,27-067,1997,1,30,30,11.1,0.3,0,,0,1,30,0,3.00,1,0,+1,+3.00,+1.87,0.9,0.4,+0.5,+1.49,+2.06,Matches,18-05-2024
556,Wagner,br BRA,DF,Vitória,24-300,1999,4,276,69,61.3,3.1,4,69,3,0,,0,0.25,3,6,-3,-0.98,+0.57,3.2,4.4,-1.2,-0.39,+0.99,Matches,18-05-2024
557,Walter,br BRA,GK,Cuiabá,36-182,1987,4,360,90,100.0,4.0,4,90,4,0,,0,0.00,0,10,-10,-2.50,,2.3,6.5,-4.2,-1.06,,Matches,18-05-2024
558,Wanderson,br BRA,"FW,MF",Internacional,29-224,1994,3,181,60,50.3,2.0,3,60,0,0,,0,2.00,2,1,+1,+0.50,+0.50,3.2,1.5,+1.7,+0.86,+0.11,Matches,18-05-2024
559,Welington,br BRA,DF,São Paulo,23-089,2001,4,235,59,43.5,2.6,3,78,2,1,1,1,1.75,4,2,+2,+0.77,+0.18,2.5,1.8,+0.8,+0.30,-0.90,Matches,18-05-2024
560,José Welison,br BRA,MF,Fortaleza,29-068,1995,4,151,38,33.6,1.7,2,69,0,2,7,1,1.50,2,0,+2,+1.19,+1.49,0.7,1.5,-0.8,-0.45,-0.71,Matches,18-05-2024
561,Werton,br BRA,FW,Flamengo,20-245,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
562,Wesley,br BRA,DF,Flamengo,20-255,2003,2,115,58,21.3,1.3,1,90,1,1,25,3,0.50,1,2,-1,-0.78,-1.42,1.9,1.4,+0.5,+0.40,+0.28,Matches,18-05-2024
563,Wesley,br BRA,"FW,MF",Internacional,25-049,1999,4,302,76,83.9,3.4,3,86,2,1,45,0,1.75,4,3,+1,+0.30,+0.30,6.2,2.2,+4.0,+1.19,+2.37,Matches,18-05-2024
564,Wesley,br BRA,DF,Grêmio,20-135,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,18-05-2024
565,Wéverton,br BRA,GK,Palmeiras,36-157,1987,6,540,90,100.0,6.0,6,90,6,0,,0,1.33,3,3,0,0.00,,7.0,4.8,+2.2,+0.37,,Matches,18-05-2024
566,William,br BRA,DF,Cruzeiro,29-045,1995,5,450,90,100.0,5.0,5,90,5,0,,0,2.00,8,7,+1,+0.20,,5.0,5.5,-0.5,-0.10,,Matches,18-05-2024
567,Willian,br BRA,MF,Vitória,31-002,1993,4,360,90,80.0,4.0,4,90,4,0,,1,0.25,4,9,-5,-1.25,-0.25,3.5,7.3,-3.9,-0.96,-0.96,Matches,18-05-2024
568,Samuel Xavier,br BRA,DF,Fluminense,33-347,1990,3,225,75,41.7,2.5,3,75,1,0,,0,1.33,4,5,-1,-0.40,+0.46,2.7,3.9,-1.3,-0.50,-0.24,Matches,18-05-2024
569,Yago,br BRA,MF,Bahia,29-105,1995,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches,18-05-2024
570,Cristián Zapata,co COL,DF,Vitória,37-231,1986,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches,18-05-2024
571,Bruno Zapelli,ar ARG,"MF,FW",Ath Paranaense,22-001,2002,6,238,40,44.1,2.6,2,63,0,4,28,0,2.17,5,0,+5,+1.89,+1.59,4.0,3.4,+0.5,+0.21,+0.10,Matches,18-05-2024
572,Federico Zaracho,ar ARG,MF,Atlético Mineiro,26-069,1998,5,275,55,61.1,3.1,4,63,0,1,25,0,1.80,5,3,+2,+0.65,-1.40,3.6,2.5,+1.1,+0.37,-0.15,Matches,18-05-2024
573,Zeca,br BRA,DF,Vitória,30-002,1994,5,388,78,86.2,4.3,4,86,3,1,45,0,0.20,5,11,-6,-1.39,-1.39,4.8,8.4,-3.6,-0.84,-0.53,Matches,18-05-2024
