Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_2,Matches,Curr_Date
264,Zé Ivaldo,br BRA,"DF,MF",Cruzeiro,27-087,1997,4,315,79,70.0,3.5,3,90,3,1,45,1,2.25,7,3,+4,+1.14,+3.14,3.8,3.9,0.0,-0.01,+0.32,Matches,18-05-2024
265,Jader,br BRA,FW,Ath Paranaense,20-299,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,18-05-2024
266,Jadsom,br BRA,MF,Red Bull Bragantino,22-364,2001,6,371,62,68.7,4.1,4,77,2,2,33,0,1.50,5,6,-1,-0.24,-1.31,2.7,6.5,-3.8,-0.92,-0.71,Matches,18-05-2024
267,Jadson,br BRA,MF,Juventude,30-262,1993,3,269,90,74.7,3.0,3,90,2,0,,0,1.67,4,2,+2,+0.67,+4.63,3.3,2.9,+0.4,+0.12,+2.69,Matches,18-05-2024
268,Janderson,br BRA,"FW,DF",Vitória,25-012,1999,3,175,58,38.9,1.9,2,73,0,1,29,0,0.00,1,5,-4,-2.06,-1.40,1.0,3.5,-2.5,-1.28,-0.82,Matches,18-05-2024
269,Janderson,br BRA,FW,Botafogo (RJ),25-012,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
270,Jandrei,br BRA,GK,São Paulo,31-078,1993,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches,18-05-2024
271,Léo Jardim,br BRA,GK,Vasco da Gama,29-059,1995,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,6,11,-5,-0.83,,8.0,8.9,-0.9,-0.15,,Matches,18-05-2024
272,Jeffinho,br BRA,"FW,MF",Botafogo (RJ),24-140,1999,6,324,54,60.0,3.6,5,59,0,1,31,0,1.67,7,3,+4,+1.11,+0.69,6.0,3.4,+2.5,+0.71,+1.35,Matches,18-05-2024
273,Jemerson,br BRA,DF,Atlético Mineiro,31-268,1992,3,203,68,45.1,2.3,3,68,1,0,,1,1.67,3,1,+2,+0.89,-0.57,1.7,2.0,-0.3,-0.15,-1.06,Matches,18-05-2024
274,Caíque de Jesus Gonçalves,br BRA,MF,Juventude,28-221,1995,4,342,86,95.0,3.8,4,86,3,0,,0,1.25,5,7,-2,-0.53,-0.53,3.5,5.7,-2.2,-0.57,-0.30,Matches,18-05-2024
275,Jhosefer,br BRA,FW,Cruzeiro,20-070,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
276,John,br BRA,GK,Botafogo (RJ),28-095,1996,3,270,90,50.0,3.0,3,90,3,0,,3,1.33,4,3,+1,+0.33,-1.00,2.4,4.2,-1.8,-0.59,-1.52,Matches,18-05-2024
277,Felipe Jonatan,br BRA,DF,Fortaleza,26-093,1998,2,148,74,32.9,1.6,2,74,1,0,,1,1.00,2,2,0,0.00,-0.30,1.5,1.0,+0.5,+0.33,+0.45,Matches,18-05-2024
278,Jhonatan Jowjow,br BRA,MF,Palmeiras,21-252,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches,18-05-2024
279,Daniel Jr,br BRA,"MF,FW",Vitória,22-009,2002,2,31,16,6.9,0.3,0,,0,2,16,2,0.00,0,1,-1,-2.90,-1.83,0.2,0.9,-0.7,-2.04,-1.36,Matches,18-05-2024
280,Luciano Juba,br BRA,DF,Bahia,24-263,1999,6,540,90,100.0,6.0,6,90,6,0,,0,2.17,9,6,+3,+0.50,,8.9,5.3,+3.6,+0.60,,Matches,18-05-2024
281,Julimar,br BRA,"FW,MF",Ath Paranaense,23-114,2001,6,307,51,56.9,3.4,3,54,0,3,48,0,2.17,5,1,+4,+1.17,+0.40,5.2,3.4,+1.8,+0.52,+0.86,Matches,18-05-2024
282,Justen,br BRA,DF,Fluminense,20-320,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
283,Kaiki,br BRA,DF,Cruzeiro,21-071,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches,18-05-2024
284,Lucas Kal,br BRA,"MF,DF",Atl Goianiense,28-063,1996,2,119,60,26.4,1.3,1,82,0,1,37,3,0.00,0,2,-2,-1.51,-0.42,1.4,1.0,+0.4,+0.27,+0.74,Matches,18-05-2024
285,Walter Kannemann,ar ARG,DF,Grêmio,33-065,1991,2,103,52,28.6,1.1,2,52,1,0,,0,1.00,1,1,0,0.00,-0.35,0.1,1.4,-1.3,-1.16,-1.46,Matches,18-05-2024
286,Kanu,br BRA,DF,Bahia,27-072,1997,4,360,90,66.7,4.0,4,90,4,0,,2,2.25,5,3,+2,+0.50,0.00,5.4,3.3,+2.1,+0.52,-0.25,Matches,18-05-2024
287,Alan Kardec,br BRA,FW,Atlético Mineiro,35-127,1989,1,12,12,2.7,0.1,0,,0,1,12,4,3.00,0,0,0,0.00,-1.23,0.0,0.2,-0.2,-1.58,-2.07,Matches,18-05-2024
288,Kauan,br BRA,MF,Fortaleza,19-032,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches,18-05-2024
289,Kauê,br BRA,MF,Botafogo (RJ),19-209,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
290,Renato Kayser,br BRA,FW,Criciúma,28-091,1996,1,85,85,31.5,0.9,1,85,0,0,,0,1.00,1,1,0,0.00,-1.95,0.7,0.6,+0.1,+0.09,+0.63,Matches,18-05-2024
291,Renato Kayser,br BRA,FW,Fortaleza,28-091,1996,4,228,57,50.7,2.5,3,72,1,1,11,0,1.00,2,3,-1,-0.39,-1.21,3.0,2.0,+1.0,+0.38,+0.72,Matches,18-05-2024
292,Keiller,br BRA,GK,Vasco da Gama,27-202,1996,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches,18-05-2024
293,John Kennedy,br BRA,FW,Fluminense,22-000,2002,4,119,30,22.0,1.3,0,,0,4,30,0,1.00,1,2,-1,-0.76,-0.11,1.2,1.5,-0.3,-0.19,+0.21,Matches,18-05-2024
294,Keno,br BRA,FW,Fluminense,34-251,1989,1,78,78,14.4,0.9,1,78,0,0,,0,0.00,1,1,0,0.00,+0.78,0.4,1.3,-0.9,-1.04,-0.79,Matches,18-05-2024
295,Kleiton,br BRA,FW,Juventude,25-025,1999,1,29,29,8.1,0.3,0,,0,1,29,3,1.00,0,1,-1,-3.10,-2.83,0.9,0.5,+0.5,+1.40,+2.13,Matches,18-05-2024
296,Gabriel Knesowitsch,br BRA,DF,Cuiabá,20-213,2003,2,160,80,44.4,1.8,1,90,1,1,70,2,0.00,0,3,-3,-1.69,+1.46,1.0,2.4,-1.4,-0.81,+0.44,Matches,18-05-2024
297,Maurício Kozlinski,br BRA,GK,Fortaleza,32-335,1991,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
298,Benjamín Kuscevic,cl CHI,DF,Fortaleza,28-016,1996,2,180,90,40.0,2.0,2,90,2,0,,0,2.00,3,2,+1,+0.50,+0.50,1.0,1.1,-0.1,-0.06,-0.14,Matches,18-05-2024
299,Derik Lacerda,br BRA,"MF,FW",Cuiabá,24-234,1999,4,245,61,68.1,2.7,3,74,0,1,24,0,0.00,0,8,-8,-2.94,-1.37,0.8,5.2,-4.5,-1.64,-1.83,Matches,18-05-2024
300,Ignacio Laquintana,uy URU,"FW,MF",Red Bull Bragantino,25-107,1999,4,165,41,30.6,1.8,2,68,1,2,15,2,2.00,2,2,0,0.00,-0.24,1.4,2.6,-1.2,-0.65,+0.07,Matches,18-05-2024
301,Lázaro,br BRA,"FW,MF",Palmeiras,22-067,2002,6,232,39,43.0,2.6,2,60,0,4,28,0,1.33,1,2,-1,-0.39,-0.68,3.2,2.1,+1.1,+0.43,+0.12,Matches,18-05-2024
302,Mauricio Lemos,uy URU,DF,Atlético Mineiro,28-142,1995,4,247,62,54.9,2.7,3,75,2,1,22,1,2.00,2,1,+1,+0.36,-1.85,2.1,1.3,+0.9,+0.31,-0.26,Matches,18-05-2024
303,Willean Lepo,br BRA,DF,Vitória,27-123,1997,3,74,25,16.4,0.8,2,29,0,1,17,1,0.33,0,0,0,0.00,+1.44,0.4,0.6,-0.2,-0.30,+0.57,Matches,18-05-2024
304,Lima,br BRA,MF,Fluminense,27-342,1996,6,410,68,75.9,4.6,5,79,3,1,17,0,0.83,6,8,-2,-0.44,+0.95,4.9,6.2,-1.3,-0.28,+0.33,Matches,18-05-2024
305,Leonardo Linck,br BRA,GK,Ath Paranaense,23-076,2001,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches,18-05-2024
306,Lincoln,br BRA,MF,Red Bull Bragantino,25-193,1998,3,83,28,15.4,0.9,0,,0,3,28,0,0.67,0,1,-1,-1.08,-1.48,0.4,1.8,-1.4,-1.54,-0.99,Matches,18-05-2024
307,Marcelo Lomba,br BRA,GK,Palmeiras,37-152,1986,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches,18-05-2024
308,Gabriel Lopes,br BRA,MF,Red Bull Bragantino,17-311,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
309,José López,ar ARG,"FW,DF",Palmeiras,23-164,2000,5,243,49,45.0,2.7,3,62,0,2,29,1,1.00,0,2,-2,-0.74,-1.35,2.5,1.7,+0.8,+0.29,-0.14,Matches,18-05-2024
310,Lorran,br BRA,"MF,FW",Flamengo,17-319,2006,4,125,31,23.1,1.4,1,87,0,3,13,2,1.75,4,1,+3,+2.16,+2.38,3.3,2.4,+0.9,+0.63,+0.58,Matches,18-05-2024
311,Vágner Love,br BRA,MF,Atl Goianiense,39-342,1984,2,35,18,7.8,0.4,0,,0,2,18,2,0.00,1,2,-1,-2.57,-1.49,0.6,0.1,+0.5,+1.37,+1.78,Matches,18-05-2024
312,Lucão,br BRA,GK,Red Bull Bragantino,23-082,2001,2,135,68,25.0,1.5,1,90,1,1,45,4,2.00,4,2,+2,+1.33,+1.56,1.7,2.2,-0.6,-0.37,+0.45,Matches,18-05-2024
313,Ayrton Lucas,br BRA,DF,Flamengo,26-334,1997,6,517,86,95.7,5.7,6,86,4,0,,0,1.83,6,4,+2,+0.35,+0.35,6.3,5.8,+0.5,+0.09,-2.17,Matches,18-05-2024
314,Jean Lucas,br BRA,MF,Bahia,25-331,1998,6,540,90,100.0,6.0,6,90,6,0,,0,2.17,9,6,+3,+0.50,,8.9,5.3,+3.6,+0.60,,Matches,18-05-2024
315,João Lucas,br BRA,DF,Juventude,26-070,1998,4,360,90,100.0,4.0,4,90,4,0,,0,1.25,5,7,-2,-0.50,,3.6,5.8,-2.2,-0.55,,Matches,18-05-2024
316,Patrick de Lucca,br BRA,MF,Vasco da Gama,24-077,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,18-05-2024
317,Luciano,br BRA,"MF,FW",São Paulo,31-000,1993,6,511,85,94.6,5.7,6,85,2,0,,0,1.67,9,5,+4,+0.70,+0.70,8.2,3.4,+4.8,+0.85,+0.78,Matches,18-05-2024
318,Jan Lucumí González,co COL,FW,Fluminense,20-097,2004,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches,18-05-2024
319,André Luis,br BRA,"MF,FW",Cuiabá,27-027,1997,4,87,22,24.2,1.0,0,,0,4,22,0,0.00,0,2,-2,-2.07,+0.57,0.6,1.5,-0.9,-0.95,+0.14,Matches,18-05-2024
320,Victor Luis,br BRA,DF,Vasco da Gama,30-330,1993,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches,18-05-2024
321,David Luiz,br BRA,"DF,MF",Flamengo,37-026,1987,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches,18-05-2024
322,Machado,br BRA,MF,Cruzeiro,28-119,1996,1,45,45,10.0,0.5,1,45,0,0,,3,0.00,0,3,-3,-6.00,-6.89,0.3,1.0,-0.7,-1.37,-1.41,Matches,18-05-2024
323,Imanol Machuca,ar ARG,"MF,FW",Fortaleza,24-124,2000,5,140,28,31.1,1.6,1,63,0,4,19,0,1.40,3,1,+2,+1.29,+1.58,1.6,1.1,+0.5,+0.31,+0.41,Matches,18-05-2024
324,Guilherme Madruga,br BRA,MF,Cuiabá,23-189,2000,1,24,24,6.7,0.3,0,,0,1,24,2,0.00,0,1,-1,-3.75,-1.34,0.2,0.8,-0.6,-2.16,-1.19,Matches,18-05-2024
325,Mádson,br BRA,DF,Ath Paranaense,32-126,1992,5,139,28,25.7,1.5,1,45,0,4,24,1,2.00,2,1,+1,+0.65,-0.47,1.3,2.8,-1.5,-0.94,-1.48,Matches,18-05-2024
326,Maguinho,br BRA,"DF,FW",Atl Goianiense,31-133,1993,3,180,60,40.0,2.0,2,89,0,1,2,1,0.33,2,2,0,0.00,+2.00,2.0,2.2,-0.2,-0.11,+0.28,Matches,18-05-2024
327,Pablo Maia,br BRA,MF,São Paulo,22-129,2002,3,259,86,48.0,2.9,3,86,1,0,,0,1.00,5,4,+1,+0.35,-0.61,2.7,1.7,+1.0,+0.34,-0.89,Matches,18-05-2024
328,Thiago Maia,br BRA,MF,Internacional,27-056,1997,4,244,61,67.8,2.7,3,71,1,1,30,0,1.75,2,2,0,0.00,-0.78,4.2,2.1,+2.1,+0.76,-0.15,Matches,18-05-2024
329,Walisson Maia,br BRA,DF,Criciúma,32-271,1991,3,201,67,74.4,2.2,2,89,1,1,24,0,1.67,3,2,+1,+0.45,-3.47,1.9,1.9,+0.1,+0.02,+1.41,Matches,18-05-2024
330,Maicon,br BRA,DF,Vasco da Gama,35-247,1988,5,360,72,66.7,4.0,3,90,3,2,45,1,0.60,4,8,-4,-1.00,-0.50,5.3,6.7,-1.4,-0.35,-0.62,Matches,18-05-2024
331,Hugo Mallo,es ESP,DF,Internacional,32-331,1991,1,76,76,21.1,0.8,1,76,0,0,,3,0.00,0,1,-1,-1.18,-1.82,1.2,0.8,+0.4,+0.42,-0.49,Matches,18-05-2024
332,Léo Mana,br BRA,DF,Corinthians,20-042,2004,1,9,9,1.7,0.1,0,,0,1,9,0,0.00,0,0,0,0.00,+0.34,0.0,0.0,0.0,+0.20,-0.09,Matches,18-05-2024
333,Luis Mandaca,br BRA,"MF,FW",Juventude,22-229,2001,3,97,32,26.9,1.1,1,82,0,2,8,1,1.33,0,5,-5,-4.64,-5.67,1.1,3.2,-2.1,-1.96,-1.93,Matches,18-05-2024
334,Manoel,br BRA,DF,Fluminense,34-082,1990,5,381,76,70.6,4.2,5,76,3,0,,0,0.80,6,9,-3,-0.71,-0.14,4.1,6.5,-2.4,-0.56,-0.67,Matches,18-05-2024
335,Fernando Marçal,br BRA,DF,Botafogo (RJ),35-089,1989,1,45,45,8.3,0.5,1,45,0,0,,0,0.00,1,1,0,0.00,-0.91,0.9,0.5,+0.4,+0.82,+0.71,Matches,18-05-2024
336,Dé Marcão,br BRA,DF,Atl Goianiense,23-003,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
337,Marcelinho,br BRA,"MF,FW",Juventude,21-159,2002,4,157,39,43.6,1.7,1,61,0,3,32,0,1.25,3,3,0,0.00,+0.89,0.9,2.3,-1.5,-0.83,-0.50,Matches,18-05-2024
338,Marcelo,br BRA,DF,Fluminense,36-006,1988,5,360,72,66.7,4.0,4,89,3,1,6,0,1.00,6,8,-2,-0.50,+0.50,5.4,5.4,0.0,0.00,+1.08,Matches,18-05-2024
339,João Marcelo,br BRA,DF,Cruzeiro,23-340,2000,5,361,72,80.2,4.0,4,90,4,1,1,0,2.00,5,5,0,0.00,-1.01,3.4,3.5,-0.1,-0.02,+0.42,Matches,18-05-2024
340,Agustín Marchesín,ar ARG,GK,Grêmio,36-063,1988,3,270,90,75.0,3.0,3,90,3,0,,0,2.00,4,2,+2,+0.67,+1.67,3.0,2.4,+0.6,+0.19,+1.23,Matches,18-05-2024
341,Zé Marcos,br BRA,DF,Juventude,26-107,1998,3,258,86,71.7,2.9,3,86,2,0,,0,1.67,4,2,+2,+0.70,+4.23,3.2,2.6,+0.6,+0.22,+2.74,Matches,18-05-2024
342,Erick Marcus,br BRA,"MF,FW",Vasco da Gama,20-078,2004,2,63,32,11.7,0.7,0,,0,2,32,1,0.00,1,1,0,0.00,+0.94,1.8,1.1,+0.7,+0.94,+1.23,Matches,18-05-2024
343,Mariano,br BRA,"DF,MF",Atlético Mineiro,37-330,1986,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches,18-05-2024
344,Marinho,br BRA,"FW,DF",Fortaleza,33-355,1990,5,243,49,54.0,2.7,3,68,0,2,20,0,1.40,2,3,-1,-0.37,-1.24,2.3,1.5,+0.8,+0.28,+0.57,Matches,18-05-2024
345,Marlon,br BRA,DF,Cruzeiro,26-364,1997,5,450,90,100.0,5.0,5,90,5,0,,0,2.00,8,7,+1,+0.20,,5.0,5.5,-0.5,-0.10,,Matches,18-05-2024
346,Marquinhos,br BRA,"DF,FW",Fluminense,21-041,2003,6,537,90,99.4,6.0,6,90,5,0,,0,0.83,8,12,-4,-0.67,-0.67,6.0,7.9,-1.9,-0.31,+8.78,Matches,18-05-2024
347,Juan Martín Lucero,ar ARG,FW,Fortaleza,32-170,1991,4,214,54,47.6,2.4,2,81,0,2,27,1,1.50,3,0,+3,+1.26,+2.02,1.3,2.1,-0.8,-0.33,-0.68,Matches,18-05-2024
348,Martinelli,br BRA,"MF,DF",Fluminense,23-008,2001,6,495,83,91.7,5.5,6,83,5,0,,0,0.83,8,11,-3,-0.55,+1.45,6.0,7.8,-1.8,-0.33,+0.41,Matches,18-05-2024
349,Adriano Martins,br BRA,DF,Atl Goianiense,27-047,1997,3,255,85,56.7,2.8,3,85,2,0,,0,0.33,2,3,-1,-0.35,+1.95,3.4,2.8,+0.7,+0.23,+1.17,Matches,18-05-2024
350,Gustavo Martins Santos,br BRA,DF,Grêmio,21-281,2002,3,257,86,71.4,2.9,2,90,2,1,77,0,2.00,4,2,+2,+0.70,+1.57,3.0,2.1,+0.9,+0.30,+1.46,Matches,18-05-2024
351,Gonzalo Mastriani,uy URU,FW,Ath Paranaense,31-020,1993,5,147,29,27.2,1.6,1,90,1,4,14,1,2.00,1,2,-1,-0.61,-2.22,0.8,2.5,-1.7,-1.06,-1.67,Matches,18-05-2024
352,Fellipe Mateus,br BRA,MF,Criciúma,33-096,1991,3,262,87,97.0,2.9,3,87,1,0,,0,1.67,6,2,+4,+1.37,+1.37,2.4,3.4,-1.0,-0.35,-0.28,Matches,18-05-2024
353,Matheusinho,br BRA,"FW,MF",Vitória,26-213,1997,5,394,79,87.6,4.4,5,79,2,0,,0,0.20,4,10,-6,-1.37,-1.37,3.6,7.5,-3.9,-0.90,-1.01,Matches,18-05-2024
354,Matheusinho,br BRA,"FW,MF",Criciúma,26-097,1998,2,25,13,9.3,0.3,0,,0,2,13,1,1.00,1,0,+1,+3.60,+2.50,0.3,0.5,-0.2,-0.86,-0.58,Matches,18-05-2024
355,Matheuzinho,br BRA,"DF,FW",Corinthians,23-253,2000,4,198,50,36.7,2.2,1,90,1,3,36,1,1.25,0,1,-1,-0.45,-0.19,2.6,1.2,+1.5,+0.67,+0.59,Matches,18-05-2024
356,Mauricio,br BRA,MF,Internacional,22-362,2001,4,336,84,93.3,3.7,4,84,1,0,,0,1.75,3,3,0,0.00,-3.75,6.0,3.0,+3.1,+0.82,+0.31,Matches,18-05-2024
357,Max,br BRA,"MF,FW",Atl Goianiense,21-325,2002,4,43,11,9.6,0.5,0,,0,4,11,1,0.25,0,2,-2,-4.19,-3.30,0.1,1.5,-1.4,-2.86,-2.86,Matches,18-05-2024
358,Max,br BRA,MF,Cuiabá,23-006,2001,1,15,15,4.2,0.2,0,,0,1,15,0,0.00,0,0,0,0.00,+2.61,0.0,0.3,-0.3,-1.75,-0.72,Matches,18-05-2024
359,Maycon,br BRA,MF,Corinthians,26-308,1997,2,47,24,8.7,0.5,0,,0,2,24,0,0.50,0,2,-2,-3.83,-3.83,0.5,1.1,-0.6,-1.21,-1.65,Matches,18-05-2024
360,Mayke,br BRA,DF,Palmeiras,31-190,1992,5,340,68,63.0,3.8,4,81,2,1,18,1,1.00,1,3,-2,-0.53,-1.43,3.7,3.7,0.0,0.00,-0.99,Matches,18-05-2024
361,Gary Medel,cl CHI,DF,Vasco da Gama,36-289,1987,2,108,54,20.0,1.2,2,54,0,0,,2,1.50,2,1,+1,+0.83,+2.08,2.0,0.7,+1.4,+1.14,+1.60,Matches,18-05-2024
362,Eduardo Melo,br BRA,FW,Criciúma,23-005,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
363,Felipe Melo,br BRA,DF,Fluminense,40-327,1983,4,206,52,38.1,2.3,4,52,0,0,,1,1.25,3,4,-1,-0.44,+0.37,2.7,2.8,-0.2,-0.08,+0.45,Matches,18-05-2024
364,Douglas Mendes,br BRA,DF,Red Bull Bragantino,19-340,2004,3,270,90,50.0,3.0,3,90,3,0,,2,2.33,5,3,+2,+0.67,+1.00,2.6,4.1,-1.6,-0.53,+0.35,Matches,18-05-2024
365,Matheus Mendes,br BRA,GK,Atlético Mineiro,25-069,1999,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches,18-05-2024
366,Nathan Mendes,br BRA,DF,Red Bull Bragantino,21-273,2002,3,270,90,50.0,3.0,3,90,3,0,,0,0.67,2,3,-1,-0.33,-1.00,1.6,4.2,-2.6,-0.88,-0.35,Matches,18-05-2024
367,Vinicius Mendonça,br BRA,FW,Red Bull Bragantino,20-088,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
368,Gabriel Menino,br BRA,MF,Palmeiras,23-232,2000,5,281,56,52.0,3.1,3,78,1,2,23,1,1.40,3,2,+1,+0.32,+0.67,4.3,2.4,+1.9,+0.61,+0.50,Matches,18-05-2024
369,Gabriel Mercado,ar ARG,DF,Internacional,37-061,1987,3,225,75,62.5,2.5,2,90,2,1,45,1,2.33,4,2,+2,+0.80,+1.47,4.6,2.1,+2.5,+1.01,+0.57,Matches,18-05-2024
370,Higor Meritão,br BRA,MF,Criciúma,29-330,1994,3,255,85,94.4,2.8,3,85,2,0,,0,1.67,6,2,+4,+1.41,+1.41,2.3,3.2,-0.9,-0.32,+0.31,Matches,18-05-2024
371,Carlos Miguel,br BRA,GK,Corinthians,25-222,1998,3,270,90,50.0,3.0,3,90,3,0,,2,1.25,3,2,+1,+0.33,+1.33,4.6,3.2,+1.5,+0.49,+0.40,Matches,18-05-2024
372,Lucas Mineiro,br BRA,MF,Cuiabá,28-084,1996,2,102,51,28.3,1.1,1,90,1,1,12,1,0.00,0,4,-4,-3.53,-1.44,0.5,2.0,-1.5,-1.30,-0.34,Matches,18-05-2024
373,Moises,br BRA,FW,Fortaleza,27-259,1996,5,137,27,30.4,1.5,0,,0,5,27,0,1.40,2,2,0,0.00,-0.29,1.7,1.7,0.0,+0.03,+0.01,Matches,18-05-2024
374,Jacob Montes,ni NCA,"FW,MF",Botafogo (RJ),25-211,1998,1,19,19,3.5,0.2,0,,0,1,19,3,3.00,1,1,0,0.00,-0.86,0.1,0.2,-0.1,-0.26,-0.44,Matches,18-05-2024
375,João Moreira,pt POR,DF,São Paulo,19-363,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,18-05-2024
376,Aníbal Moreno,ar ARG,MF,Palmeiras,25-005,1999,4,351,88,65.0,3.9,4,88,3,0,,0,1.25,2,1,+1,+0.26,+0.73,4.2,2.4,+1.8,+0.47,+0.30,Matches,18-05-2024
377,Henry Mosquera,co COL,"FW,MF",Red Bull Bragantino,22-185,2001,6,389,65,72.0,4.3,4,79,2,2,38,0,1.50,5,3,+2,+0.46,+1.06,3.3,5.7,-2.3,-0.53,+0.60,Matches,18-05-2024
378,Gustavo Mosquito,br BRA,FW,Corinthians,26-254,1997,4,159,40,29.4,1.8,1,45,0,3,38,2,1.00,3,1,+2,+1.13,+2.08,2.3,2.0,+0.3,+0.19,-0.14,Matches,18-05-2024
379,Jean Mota,br BRA,MF,Vitória,30-216,1993,3,78,26,17.3,0.9,0,,0,3,26,2,0.00,1,1,0,0.00,+1.45,1.6,1.1,+0.5,+0.55,+1.60,Matches,18-05-2024
380,Hugo Moura,br BRA,MF,Vasco da Gama,26-136,1998,3,130,43,24.1,1.4,2,43,0,1,45,0,0.00,1,5,-4,-2.77,-2.55,3.1,2.5,+0.6,+0.42,+0.75,Matches,18-05-2024
381,Mycael,br BRA,GK,Ath Paranaense,20-067,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches,18-05-2024
382,Léo Naldi,br BRA,MF,Vitória,22-274,2001,2,74,37,16.4,0.8,1,45,0,1,29,3,0.50,1,1,0,0.00,+1.44,0.6,0.7,-0.2,-0.23,+0.65,Matches,18-05-2024
383,Matheus Nascimento,br BRA,FW,Botafogo (RJ),20-076,2004,1,24,24,4.4,0.3,1,24,0,0,,1,3.00,0,0,0,0.00,-0.87,0.2,0.0,+0.2,+0.81,+0.67,Matches,18-05-2024
384,Nata,br BRA,"MF,DF",Grêmio,22-348,2001,2,8,4,2.2,0.1,0,,0,2,4,2,3.00,0,0,0,0.00,-0.26,0.0,0.0,0.0,-0.29,-0.18,Matches,18-05-2024
385,Nathan,br BRA,MF,Grêmio,28-066,1996,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches,18-05-2024
386,Kaiky Naves,br BRA,FW,Palmeiras,22-010,2002,1,1,1,0.2,0.0,0,,0,1,1,2,3.00,0,0,0,0.00,0.00,0.1,0.0,+0.1,+8.84,+8.49,Matches,18-05-2024
387,Nenê,br BRA,"MF,FW",Juventude,42-304,1981,4,267,67,74.2,3.0,4,67,0,0,,0,1.25,3,4,-1,-0.34,+0.63,2.2,4.2,-2.1,-0.70,-0.55,Matches,18-05-2024
388,Neris,br BRA,DF,Cruzeiro,31-336,1992,4,231,58,51.3,2.6,3,77,1,1,1,1,1.75,3,6,-3,-1.17,-2.81,2.7,3.7,-1.0,-0.38,-0.58,Matches,18-05-2024
389,Rodrigo Nestor,br BRA,"MF,FW",São Paulo,23-283,2000,4,161,40,29.8,1.8,2,64,0,2,17,2,2.25,5,3,+2,+1.12,+0.64,3.6,0.8,+2.8,+1.57,+1.08,Matches,18-05-2024
390,José Vitor Silva Neves,br BRA,"FW,MF",Ath Paranaense,24-016,2000,3,86,29,15.9,1.0,0,,0,3,29,3,2.00,1,1,0,0.00,-1.19,0.1,1.2,-1.0,-1.08,-1.47,Matches,18-05-2024
391,Newton,br BRA,MF,Criciúma,24-067,2000,1,15,15,5.6,0.2,0,,0,1,15,0,3.00,0,0,0,0.00,-1.41,0.2,0.3,-0.1,-0.63,-0.31,Matches,18-05-2024
392,Nikão,br BRA,"FW,MF",Ath Paranaense,31-294,1992,3,120,40,22.2,1.3,1,60,0,2,30,0,2.33,3,0,+3,+2.25,+1.61,1.8,2.3,-0.5,-0.35,-0.65,Matches,18-05-2024
393,Gustavo Nunes,br BRA,FW,Grêmio,18-180,2005,4,203,51,56.4,2.3,1,89,0,3,38,0,1.50,2,0,+2,+0.89,+1.46,1.9,2.3,-0.4,-0.17,-0.13,Matches,18-05-2024
394,Cauly Oliveira Souza,br BRA,"MF,FW",Bahia,28-246,1995,6,463,77,85.7,5.1,5,84,1,1,45,0,2.17,8,6,+2,+0.39,-0.78,7.3,4.9,+2.4,+0.46,-0.97,Matches,18-05-2024
395,Leo Ortiz,br BRA,DF,Flamengo,28-136,1996,2,93,47,17.2,1.0,1,90,1,1,3,4,2.00,1,1,0,0.00,-0.40,1.8,0.6,+1.1,+1.09,+1.09,Matches,18-05-2024
